LINK;TITULO;DESCR;MATERIA
https://br.linkedin.com/jobs/view/est%C3%A1gio-em-vendas-t%C3%A9cnicas-at-bosch-group-3026830815?refId=gj509z8wv2qAiOMRkmdaYA%3D%3D&trackingId=1WQLcryeZE9fXZYcRtZVqg%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card;ESTAGIO EM VENDAS TECNICAS;   O estagiario estara inserido no time comercial da regiao e auxiliara os lideres de projeto nos processos de vendas e administrativos.Suportar o time  na venda de projetos de conectividade aos clientes. Connected Power Train (conectar veiculos e motores com nuvem).Os clientes atendidos pertencem a area automotiva e sao lideres globais no mercado.QualificacoesSuperior cursando Engenharias (preferencialmente eletronica ou mecatronica)  Ingles avancado mandatorio  Excel Avancado   VBA e Power BI desejavel.Disponibilidade para estagiar das 8:00 as 15:00.Informacoes adicionaisPrazo de candidatura: 25/04/2022 Vaga elegivel para pessoa com deficiencia ou reabilitada.          Exibir mais                   Exibir menos;23
https://br.linkedin.com/jobs/view/est%C3%A1gio-produ%C3%A7%C3%A3o-de-eventos-at-umaumavagas-3045163925?refId=73OAq7hoz3X6LnDe5sToZA%3D%3D&trackingId=qpA5GoDq9Vhd8ApJl9RfhA%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card;Estagio producao de eventos;   Curso Superior Em Andamento   PreferenciaisGestao de eventosPublicidade e PropagandaMarketingVoce sera desenvolvide para no futuro   ocupar um posicao efetiva na UMAUMA.AtividadesRealizar cronogramas e checklist para a realizacao dos eventos.Realizar visitas tecnicas para analise de instalacoes   acessos e acompanhamento de alvaras do espaco.Solicitar cotacoes   realizar as negociacoes   prazos e fechamento com fornecedores   de acordo com a necessidade do cliente.Atuar e acompanhar a equipe na montagem e desmontagem do evento.          Exibir mais                   Exibir menos;26
https://br.linkedin.com/jobs/view/est%C3%A1gio-%C3%A1rea-de-artes-at-instituto-euvaldo-lodi-3010332909?refId=YNnZPgJuBHttFXES5WAmcg%3D%3D&trackingId=X5KRGqU3pB98ApJdo4sQug%3D%3D&position=3&pageNum=1&trk=public_jobs_jserp-result_search-card;Estagio (Area de Artes);   DESCRICAOATENCAO! Oportunidade de Estagio.O Conselho Britanico entende que a beleza da humanidade esta na diversidade e que o aprendizado somente acontece quando estamos abertos para conhecer algo novo.Nosso processo seletivo nao tem limitacoes   e aberto para todos!Pre - Requisitos Graduacao: Relacoes Internacionais/ Ciencias Sociais/ Gestao de Politicas Publicas / Administracao e cursos relacionados aos setores culturaisIdioma: Ingles avancadoAtividades Apoio na gestao e implementacao das atividades dos programas AMPLIFY   Plural   Prototype Cities e outros projetos de Artes   incluindo: Apoio na gestao dos editais dos projetos   incluindo organizacao dos dados   tabulacao da informacao de candidatos e calendarios   apresentacoes institucionais   acompanhamento de reunioes   Apoio no gerenciamento financeiro (busca de orcamentos) Apoio na organizacao de eventos (online e presencial - se necessario) e viagens Apoio em traducoes   revisao de documentos e contato com beneficiarios Apoio na gestao da informacao (arquivos   promocao e divulgacao dos projetos)Bolsa Auxilio: R$1000  00Auxilio Transporte: R$ 300  00Auxilio Refeicao: R$ 632  90Horario do Estagio: das 10:00 as 17:00HsLocal: Pinheiros   Sao Paulo/SP.Local de trabalho: Sao Paulo   SPRegime de contratacao de tipo: EstagioJornada: Periodo IntegralArea e especializacao profissional: Administracao - Administracao GeralNivel hierarquico: EstagiarioREQUISITOSEscolaridade Minima: Ensino Medio (2o Grau)Formacao DesejadaRelacoes Internacionais   Ensino SuperiorRelacoes publicas   Ensino SuperiorServico social   Ensino SuperiorAdministracao de empresas   Ensino SuperiorCiencias sociais   Ensino SuperiorEconomia   Ensino SuperiorCiencias contabeis   Ensino SuperiorCiencias atuariais e financeiras   Ensino SuperiorEstudos internacionais e inter-culturais   Ensino SuperiorGestao e administracao publica   Ensino SuperiorProcessos Gerenciais   Ensino SuperiorIdiomas: Ingles (Avancado)BENEFICIOSAuxilio Refeicaoauxilio transporte          Exibir mais                   Exibir menos;26
https://br.linkedin.com/jobs/view/est%C3%A1gio-johnson-e-johnson-at-maisdiversidadevagas-3045163946?refId=YNnZPgJuBHttFXES5WAmcg%3D%3D&trackingId=GUkE1kzgi%2F0s4lgKooOWJQ%3D%3D&position=15&pageNum=1&trk=public_jobs_jserp-result_search-card;Estagio - johnson e johnson;   Boa comunicacao oral e escrita  Organizacao  Resiliencia  Senso de urgencia  Capacidade de trabalho em equipe e em ambiente multifuncional  Curiosidade intelectual  Adaptabilidade  Disponibilidade para estagiar presencialmente em Sao Paulo  Disponibilidade para estagiar por 30 horas semanais  Formacao superior entre Julho/23 e Julho/24 (todos os cursos serao aceitos).Marketing - Digital CapabilitiesCriar   atualizar e organizar materiais promocionais da Ethicon. Desenvolver materiais que estejam alinhados com a estrategia da Ethicon e com as necessidades dos vendedores e cirurgioes  Ser responsavel por cuidar e alimentar a plataforma de material promocional online   baseando-se na demanda do time de marketing e forca de vendas  Dar suporte para o time na elaboracao de conteudos digitais para as plataformas de vendas e ativacao de jornadas de contato com clientes  Coordenar a elaboracao de relatorios de controle de vendas via plataforma digital   apoiando na elaboracao de retorno das campanhas de marketing executadas  Apoiar no desenvolvimento tecnico da forca de vendas e dos distribuidores da Ethicon atraves de diversas iniciativas de marketing  Auxiliar o time na implementacao de campanhas internas e externas do time de marketing da Ethicon   suportando com submissoes sistemicas de materiais para avaliacao tecnica e controle de gastos em eventos e acoes promocionais.Comercial/Vendas - Canal IndiretoSuportar analises de dados e geracao de insights para a identificacao de oportunidades de negocio  Suporte nas pesquisas de reputacao para garantir que trabalhamos com distribuidores integros  Organizacao dos documentos digitais para garantir a gestao do conhecimento e a conformidade com auditorias  Suportar os Gerentes de Contas na resolucao de problemas que demandem relacionamento com as areas de suporte   permitindo que eles estejam focados nos clientes  Gerenciar as comunicacoes aos distribuidores  Ser o guardiao dos processos e projetos do Canal Indireto   garantindo que temos o controle das inciativas e o status correto.Medical AffairsElaborar e submeter processos pos-registro  Atualizar sistemas internos que suportam as atividades regulatorias  Aprovar rotulagem em sistema interno  Suportar parceiros internos com duvidas sobre as licencas sanitarias ou solicitacoes de documentos regulatorios  Suportar a auditorias internas e externas  Suportar elaboracao de clipping diario relacionado a noticias e publicacoes da area de Assuntos Regulatorios  Elaborar e divulgar reportes para a lideranca.          Exibir mais                   Exibir menos;26
https://br.linkedin.com/jobs/view/est%C3%A1gio-de-comunica%C3%A7%C3%A3o-at-concessionariatamoiosvagas-3045174954?refId=iRZpF6cLRL016l8khYr5mQ%3D%3D&trackingId=mq03ifx0TMWYHycOqz3goA%3D%3D&position=2&pageNum=2&trk=public_jobs_jserp-result_search-card;Estagio de comunicacao;   Atividades:Producao de textos  Confeccao de relatorios  Acompanhamento de eventos e atividades  Clipping  Atividades administrativas (em caso de organizacao de eventos).Requisitos:Cursando Comunicacao   Jornalismo ou Publicidade e Propaganda (2o ou 3o ano)  Conhecimento intermediario no Pacote Office.Diferencial:Curso de edicao de videos  Portfolio de edicao de texto e/ou design grafico.Horario de Trabalho:08h as 15h com intervalo de 1h para almoco (Teletrabalho)                Exibir mais                   Exibir menos;26
https://br.linkedin.com/jobs/view/est%C3%A1gio-de-atra%C3%A7%C3%A3o-recife-at-bwaglobalvagas-3045169365?refId=iRZpF6cLRL016l8khYr5mQ%3D%3D&trackingId=eJuRC%2B6q2Tn%2BK9kxkYpcXA%3D%3D&position=11&pageNum=2&trk=public_jobs_jserp-result_search-card;Estagio de atracao - recife;           Aqui na BWA entendemos que todos somos promotores e vendedores da marca. Entendemos que o core business da nossa empresa e? a atuac?a?o em consultoria de nego?cios e que todos que fazem parte da organizac?a?o devem possuir uma visa?o siste?mica deste.O que voce? precisa saber e? que somos solucionadores de problemas   pois enxergamos eles como oportunidades. O agente transformador dessa perspectiva e? a capacidade que temos em aliar o FATOR HUMANO a? TECNOLOGIA em nossos servic?os.Entre os nossos segmentos de atuacao estao a Consultoria em Gestao Empresarial   Contabilidade Gerencial e Fiscal   Folha de Pagamento   Abertura e Regularizacao de empresas e sociedades   BPO Financeiro   Auditoria Contabil   Fiscal e Trabalhista   Avaliacao de Empresas   Beneficios para empresas e colaboradores. Alem de tantas outras solucoes em um mundo de infinita possibilidades.Sabemos que cada func?a?o exercida te?m uma importa?ncia e um significado especial para a organizac?a?o. E? exatamente por isso que as nossas pessoas na?o sa?o apenas colaboradores   mas sim   grandes geradoras de valor para a empresa. Ao olharmos para o lado   sentimos orgulho de quem trabalha com a gente e sabemos que sem o trabalho em equipe   na?o iremos conseguir ser GIGANTES.Sabemos que a BWA e? uma grande transformadora social e gostamos de levar isso tambe?m para pessoas de fora. Somos verdadeiros promotores da marca e temos #Orgulho de Ser BWA.Acreditamos nas nossas singularidades e sabemos que a combinac?a?o delas e? ta?o u?nica que pode nos levar a? ma?xima pote?ncia. Para isso   contamos com o Perfil BWA   uma serie de competencias necessarias para fazer parte da nossa familia!COMPROMETIMENTOPrezamos por um alto ni?vel de compromisso com a empresa   o que nos leva a cumprir com as tarefas estabelecidas. Vamos ale?m das nossas responsabilidades   estando envolvidos e motivados com o propo?sito da organizac?a?o   nos mantendo leais e focados e   consequentemente   atingindo os resultados desejados.PROATIVIDADEPensamos e agimos antecipadamente   adotando medidas para evitar ou resolver problemas futuros frente a?s adversidades impostas pelo meio. Procuramos encontrar diversas maneiras para resolver uma situac?a?o e executar uma ac?a?o   superando as expectativas estabelecidas   sendo sino?nimos de iniciativa.FOCO NA SOLUCAOSomos capazes de pensar no necessa?rio a ser feito para atingir o objetivo a ser alcanc?ado   entendendo a causa raiz do problema para buscar uma soluc?a?o. Enfatizamos desafios   oportunidades e ganhos   em vez de riscos e perdas. Damos foco para o presente e para o futuro   nos colocando no lugar do cliente   captando suas dores e experie?ncias   com a finalidade de aplicar soluc?o?es diversificadas e que fac?am sentido para resolver o problema.INTELIGENCIA EMOCIONALTemos facilidade para lidar com as mudanc?as que acontecem no ambiente organizacional   reconhecendo e avaliando os nossos pro?prios sentimentos e os dos outros   assim como a capacidade de lidar com eles em prol do e?xito nas atividades.EMPATIATemos a capacidade de ouvir para entender a necessidade do cliente interno e externo   nos preocupamos verdadeiramente com as causas e impactos de uma situac?a?o. Nos colocamos no lugar dele   entendendo suas dores e experie?ncias   vivenciando as situac?o?es pela sua perspectiva com a finalidade de oferecer um atendimento personalizado.Atividades Auxiliar na ativacao de parcerias   Auxiliar na prospeccao de novos parceiros   Preenchimento de relatorio gerencial semanal   Apoio em realizacao de eventos   Utilizacao de ferramentas de inteligencia comercial (Novos negocios)   Contato com grupos de relacionamento (networking) para inclusao dos socios   Agendamento e eventual participacao em reunioes para apresentacao de solucoes com os parceiros.          Exibir mais                   Exibir menos;26
https://br.linkedin.com/jobs/view/estagio-marketing-at-grupoemefarmavagas-3045158691?refId=iRZpF6cLRL016l8khYr5mQ%3D%3D&trackingId=nRNot6l%2FYKPXmy6M6q%2BSUg%3D%3D&position=12&pageNum=2&trk=public_jobs_jserp-result_search-card;Estagio - marketing;           Confira os requisitos dessa vaga e vem com a gente ser #BemMaisAzulEnsino Superior Cursando em Marketing   Designer Grafico   Publicidade e Propaganda e/ou Areas Afins  Conhecimento em MS Excel e PowerPoint  Diferencial: Conhecimento em ferramentas do Pacote Adobe  Disponibilidade para trabalhar por 4 horas diarias de segunda a sexta.Confira Os Desafios Dessa OportunidadeApoiar no desenvolvimento de comunicacoes institucionais e comerciais  Monitorar e atualizar Redes Sociais e WebSite  Apoiar no desenvolvimento de materiais que suportem o planejamento de eventos corporativos  Apoiar nas cotacoes e contratacoes de prestadores de servico para os eventos  Prestar suporte para execucao dos eventos junto aos prestadores de servico e desenvolver atividades de backoffice  Apoiar no desenvolvimento identidades visuais e materiais para as comunicacoes institucionais   comerciais e materiais para os eventos   Atender demandas de materiais graficos etc. para as demais areas da empresa.          Exibir mais                   Exibir menos;26
https://br.linkedin.com/jobs/view/est%C3%A1gio-comunica%C3%A7%C3%A3o-at-hospital-evandro-ribeiro-3038153562?refId=iRZpF6cLRL016l8khYr5mQ%3D%3D&trackingId=FdUfDI1%2BCGwMr%2F0XTQ5RKQ%3D%3D&position=13&pageNum=2&trk=public_jobs_jserp-result_search-card;Estagio - Comunicacao;   Auxiliar no desenvolvimento de conteudos e material grafico para as midias on-line e off-line   - Auxiliar no gerenciamento de redes sociais   - Auxiliar no planejamento de atividades da area de Comunicacao Interna da instituicao   - Apoio na elaboracao de eventos e acoes de marketing.Pre-Requisitos Cursando superior em Comunicacao   Jornalismo a partir do 5o periodo ou Design Grafico   - Boa comunicacao oral e escrita   - Conhecimento de ferramentas de edicao grafica (Photoshop   Corel Draw ou Illustrator).BeneficiosVale TranporteAs inscricoes para essa oportunidade vao ate o dia 02/12/2021Job originally posted on GrabJobs. If you need to report this job please contact GrabJobs          Exibir mais                   Exibir menos;26
https://br.linkedin.com/jobs/view/est%C3%A1gio-em-cultura-e-pessoas-at-incentivmevagas-3045157114?refId=TvHxa2JIjnGWY9gee%2F9gMg%3D%3D&trackingId=ju5iaPRi7CX4963Gf%2FRLSg%3D%3D&position=4&pageNum=3&trk=public_jobs_jserp-result_search-card;Estagio em cultura e pessoas;   RequisitosGraduacao em andamento em Administracao   Psicologia   Gestao de Recursos Humanos   Publicidade e Propaganda   Marketing   Comunicacao ou areas afins   Vivencia com pacote office.Sera Um Diferencial Se Voce TiverVivencia com acoes de endomarketing e clima e cultura  Vivencia com metodologias ageis e OKR.Suas Principais Responsabilidades SeraoDar suporte no planejamento e organizacao de acoes de diversidade   eventos internos e treinamentos com foco em desenvolvimento e promocao da cultura e clima  Apoiar no planejamento de calendarios de acoes e campanhas de endomarketing  Apoiar na consolidacao de canais de comunicacao oficiais a fim de melhorar a comunicacao estrategica e o engajamento do time   Criar materiais e comunicados internos centralizados para toda a empresa   Apoiar na conducao da Pesquisa de Clima e desenvolvimento de acoes com foco em conquistar o GPTW  Apoiar na conducao de Programas de Reconhecimento - Tempo de Empresa   e acoes para datas comemorativas   Dar suporte no planejamento e execucao das reunioes institucionais e acoes de integracao do time   Prestar apoio na idealizacao e execucao de estrategias de marca empregadora  Desenvolver parcerias de beneficios para os colaboradores  Operacionalizar cadastro de dados nas plataformas de gestao  Apoiar nas rotinas gerais da area de C&P .          Exibir mais                   Exibir menos;26
https://br.linkedin.com/jobs/view/est%C3%A1gio-comunica%C3%A7%C3%A3o-marketing-at-unimeddesaojoaodelreicoopdetrabalhomedicovagas-3045156544?refId=TvHxa2JIjnGWY9gee%2F9gMg%3D%3D&trackingId=Pfq3%2Bu49PUv06nUp6axDAQ%3D%3D&position=9&pageNum=3&trk=public_jobs_jserp-result_search-card;Estagio - comunicacao/marketing;           A Unimed Sao Joao del Rei e uma cooperativa de trabalho medico   criada em 1988   atende 18 municipios do Campo das Vertentes e do Sul de Minas Gerais.Com mais de 21.000 clientes   oferece ampla rede de servicos   apresentando qualidade   responsabilidade social e competencia para gerenciar a saude na regiao   sendo lider de mercado e carregando a marca forte e reconhecida do Sistema Unimed.Nossa Unimed   supera   conquista   resgata   inova   qualifica   se prepara e atinge o objetivo para o qual foi criada   dia apos dia.Missao Do CargoAuxiliar nas demandas do setor de Comunicacao e Marketing   executando atividades diarias e ampliando as acoes do departamento na organizacao.Suas Atividades Serao Elaborar artes e conteudos informativos e publicitarios   Cobertura jornalistica e fotografica   Apoio na organizacao de eventos   Producao de informativos (boletins   jornais e outros)   Manutencao de canais de comunicacao internos e externos (site e outros)   Assessoria de imprensa.Requisitos Estar cursando Jornalismo   Publicidade e Propaganda ou cursos afins   Conhecimento intermediario em programas do pacote Adobe (Photoshop   Ilustrator   InDesign   Premiere   After Effects)   Conhecimento intermediario em programas do Microsoft Office (Word   Excel   Power Point)   Desejavel experiencia em assessoria de comunicacao.Carga Horaria25 horas semanais (12:00 as 17:00)   de segunda a sexta-feira.O Que Nos Oferecemos Bolsa auxilio   Assistencia medica e odontologica 100% custeada pela empresa   Faculdade Unimed (educacao a distancia)   Seguro de Vida em Grupo   Vale Transporte   Day-off de aniversario.          Exibir mais                   Exibir menos;26
https://br.linkedin.com/jobs/view/est%C3%A1gio-de-marketing-at-escolamoppebancodetalentosvagas-3045173041?refId=TvHxa2JIjnGWY9gee%2F9gMg%3D%3D&trackingId=%2FsSSQZ%2BrvhmfXsfWSUDZTg%3D%3D&position=10&pageNum=3&trk=public_jobs_jserp-result_search-card;Estagio de marketing;   Para Fazer Parte Desse Time Voce PrecisaEstar com graduacao em andamento   nas areas de Jornalismo   Marketing   Publicidade ou areas afins  Ter conhecimento em ferramentas de criacao de artes e videos  Ser dinamico e engajado  Ter disponibilidade em finais de semana  Residir em Sao Jose dos Campos-SP.Voce Se Destaca Se TiverFacilidade com tecnologia  Formacoes adicionais relacionadas a atuacao  Vivencia em escola  Paixao pela educacao.Na Moppe   o Estagiario de Marketing e responsavel pela:Contribuicao no acompanhamento e criacao de conteudo para redes sociais (Instagram   Facebook   LinkedIn)  Producao de conteudo digital (fotos   textos   stories   site   blog   informativos etc)  Criacao de artes diversas  Acompanhamento da assessoria de imprensa (eventos e acontecimentos da escola)  Acompanhamento e analise de metricas digitais  Participacao na definicao das taticas de engajamento   Marketing de conteudo  Interface com demais setores  Engajamento em projetos e eventos da escola.          Exibir mais                   Exibir menos;26
https://br.linkedin.com/jobs/view/est%C3%A1gio-em-marketing-1-at-treeviaforestvagas-3045152920?refId=TvHxa2JIjnGWY9gee%2F9gMg%3D%3D&trackingId=YGx96QtmVxFt3pH2UODH7g%3D%3D&position=22&pageNum=3&trk=public_jobs_jserp-result_search-card;Estagio em marketing (1);           Proposito da Funcao: Auxiliar no fluxo continuo de oportunidades Inbound qualificadas (Site   midias sociais   landing page   campanhas   eventos...) e direciona-los para as proximas etapas do funil de vendas com a utilizacao de materiais incriveis. Auxiliar no engajamento constante com persona da Treevia. O departamento de Marketing e fundamental pois e responsavel pela construcao da marca por meio da criacao de desejo   executar e analisar estrategias que corroborem para a geracao de demanda para o time de vendas   permitindo que a companhia como um todo cresca.Tarefas Auxiliar no Planejamento   desenvolvimento   implementacao e na estrategia geral de marketing digital da Treevia Auxiliar no Planejamento e execucao do plano de geracao de demanda para os produtos e servicos da Treevia Elaborar e fazer a edicao de materiais de comunicacao e posts Produzir conteudo para publicacoes em midias digitais (solucoes   casos de sucesso   etc) Auxiliar no gerenciamento dos conteudo do site corporativo e informacoes no Kanban Focar em gatilhos nas comunicacoes   tecnicas de copywriter Responder e interagir em redes sociais Fortalecer a imagem da marca e o posicionamento   por meio de um forte e consolidado trabalho de branding Auxiliar na definicao de OKRs   acompanhamento e apresentacao de metricas e estruturacao de reports de redes sociais Auxiliar no monitoramento da performance do site e do blog   Teste A/B   CRO   SEO Contribuir para o alinhamento dos times de Marketing e Vendas Apoiar em criacoes pontuais de materiais necessarios para comunicacao interna e time de vendas Auxiliar no planejamento de campanhas e conteudo com base em jornada e funil de marketing e vendas Observar metricas e indicadores   visando sempre a otimizacao dos processos para trazer os melhores resultados Auxiliar em demais atividades operacionais/administrativas   para garantir o bom atendimento dos setores/clientesCompetencias Tecnicas Cursando superior em Marketing   Comunicacao Social   Publicidade e Propaganda   Jornalismo e areas correlatas. (Desejavel que estejam cursando o penultimo ou ultimo ano de Faculdade). Nocoes de SEO   Trafego Pago   Ads   Analytics Nocoes de Inventario Florestal / Setor Florestal / Solucoes da Treevia Conhecimento em Canais Digitais e Multicanais de relacionamento Conhecimento de drivers de Marketing (gatilhos mentais   branding   midia   plataformas digitais   softwares de edicao de imagens (ex.: Figma   Adobe Illustrator   Adobe Photoshop) Boa comunicacao: Escuta   argumentacao e didatica Uso correto da lingua portuguesa em comunicacao e escrita Conhecimentos basicos de informatica          Exibir mais                   Exibir menos;26
https://br.linkedin.com/jobs/view/banco-de-talentos-est%C3%A1gio-at-gruposebvagas-3045169976?refId=TvHxa2JIjnGWY9gee%2F9gMg%3D%3D&trackingId=0ZAZ%2FpvZYfh0g9kFgvZbBA%3D%3D&position=25&pageNum=3&trk=public_jobs_jserp-result_search-card;Banco de talentos - estagio;   Estudantes com o Ensino Superior em andamento  Areas correlatas a Educacao   Cursando ate o antepenultimo periodo da graduacao   Disponibilidade para estagiar conosco por 01 ano (com chances de prorrogacao - maximo: 02 anos)  Pacote Office.Algumas oportunidades podem ter o foco em um acompanhamento a alunos de inclusao  Programacao e planejamento de atividades (dirigida e extra sala)  Cuidados fisicos (higiene   alimentacao   criando condicoes para o desenvolvimento cognitivo   simbolico   social e emocional)  Conhecimento do desenvolvimento infantil de forma pratica  Relacoes e interacoes com alunos e familiares  Brincadeiras diversas   momento do faz de conta  Momento da leitura (historias)  Reflexao sobre sua postura quanto educador  Organizacao das turmas   materiais  Reunioes e eventos que envolvem familiares.          Exibir mais                   Exibir menos;26
https://br.linkedin.com/jobs/view/est%C3%A1gio-em-sustentabilidade-esg-opera%C3%A7%C3%A3o-sustent%C3%A1vel-at-venhatrabalharnoctevagas-3045178323?refId=nyKu%2F40N3peNlQRWVkF3gQ%3D%3D&trackingId=SJQo9MX0rqDnHNkNhJI5EA%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card;Estagio em sustentabilidade - (esg) - operacao sustentavel;   Engenharia (Ambiental   Civil   Quimica   Sanitaria e outras)   Gestao Ambiental   Ciencias Ambientais   Ciencias Socioambientais   Ciencias Biologicas ou Ciencias da Natureza. (Previsao de formacao a partir de jul/2023)Excel (intermediario) Ingles (avancado) (leitura e intepretacao de textos em ingles)  Conhecimento em Gestao de Projetos (PMBok)   Gestao Ambiental (ISO 14001)   em Agenda 2030 e ODS   Relatorios de sustentabilidade (GRI   Relato Integrado etc.) e ferramentas de Business Intelligence (diferencial)  Conhecimento em ferramentas de Business Intelligence (diferencial).Auxiliar Analistas e Consultores Nas Atividades De Consultoria e Monitoramento ESG Em Ativos Imobiliarios (edificios Corporativos   Galpoes Logisticos   Hoteis   Condominios Residenciais   Varejo   Etc) Trabalhando Com Acoes Voltadas Parareducao do impacto ambiental (projetos de eficiencia energetica e hidrica nos ativos   de melhoria na gestao de residuos solidos   de reducao de emissao de gases de efeito estufa e poluicao etc.)   acoes sociais (acoes de promocao da saude e bem-estar   da diversidade   da seguranca no trabalho   dos direitos humanos   do combate ao trabalho infantil e escravo etc.) acoes de governanca (combate ao suborno   a corrupcao   a lavagem de dinheiro   a protecao de dados   e ciberseguranca   etc).AtividadesAuxiliar no planejamento das acoes ESG   considerando os objetivos definidos com o cliente (metas   acoes e cronograma)  Apoiar na elaboracao de projetos e acoes ESG para o cumprimento das metas definidas com o cliente (projetos de eficiencia energetica e hidrica dos ativos   gestao de residuos   entre outros)  Realizar pesquisas no tema e fazer benchmark do mercado (eficiencia energetica e hidrica   gestao de residuos solidos   bem-estar dos locatarios   certificacoes   normas   legislacao etc.)   Solicitar e acompanhar periodicamente os indicadores ESG junto aos clientes (contas de agua   de energia   dados da gestao de residuos solidos   emissoes de gases de efeito estufa   indicadores sociais   indicadores de diversidade   indicadores de seguranca etc.)  Alimentar o sistema de DMS (Data Monitoring System) com dados obtidos junto ao cliente  Auxiliar a preparacao de documentos e relatorios de status de projeto  Auxiliar nas acoes de engajamento dos envolvidos e partes interessadas (pesquisa de satisfacao   treinamentos   manuais   guias etc.)  Auxiliar a gestao do projeto elaborando lista de atividades   responsabilidade e prazos   e verificando o andamento das atividades.          Exibir mais                   Exibir menos;29
https://br.linkedin.com/jobs/view/est%C3%A1gio-at-instituto-l%C3%B3tus-3042839345?refId=nyKu%2F40N3peNlQRWVkF3gQ%3D%3D&trackingId=5ibLGK%2FAYVJVxOMJQgpDIQ%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card;Estagio;           Estamos com nova oportunidade para atuar como Estagiario(a) na area ambientalConfira a descricao:Como sera o seu dia a dia: - Fazer contato com orgaos ambientais para verificar requisitos para licenciamentos ambientais  - Contatar clientes para solicitar e organizar documentacoes necessarias para montagens de processos ambientais (licenciamentos e administrativos)  - Analisar   registrar   controlar documentacao   checklists e indicadores.- Formatacao de documentos e estudos ambientais  - Acompanhamento de redes sociais e atendimento dos clientes.O que esperamos de voce: - Analise critica do trabalho desenvolvido   organizacao   autogestao   dinamismo   poder argumentativo   gestao de tempo   inteligencia emocional   boa comunicacao   boa escrita   adaptabilidade e facilidade de trabalho remoto.Competencias desejaveis: - Estar cursando algum curso na area ambiental  - Office intermediario/avancado  - Gostar de leitura.Localidade:Remoto   com base em Itumbiara   Goias.O que voce tera? Salario compativel com o mercado   Participacao nos Resultados.#oportunidadedeemprego #meioambiente #vagasdeemprego #correntedobem                Exibir mais                   Exibir menos;29
https://br.linkedin.com/jobs/view/est%C3%A1gio-na-%C3%A1rea-comercial-at-empresaconfidencialvagas-3045163609?refId=WTf9T7tgYahU%2FT6fRqo4PQ%3D%3D&trackingId=Gakf1g1Z3%2F1b7tLsvf4p4w%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card;Estagio na area comercial;           Atendimento a clientes   atualizacao de planilhas cotacoes e compras de equipamentos   prospeccao de novos leads   reativacao de clientes   preparar propostas e fechamento de vendas.Requisitos desejados: Desejavel experiencia na area comercialConhecimento no pacote officeSuperior Cursando em Administracao   Gestao Comercial   Marketing ou areas correlatas                Exibir mais                   Exibir menos;30
https://br.linkedin.com/jobs/view/estagiario-gest%C3%A3o-comercial-at-galvaminascomercioeindustriadeferroeacoltdavagas-3045154236?refId=WTf9T7tgYahU%2FT6fRqo4PQ%3D%3D&trackingId=zRWBc9U3LSIwjhSVU%2FlY2A%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card;Estagiario gestao comercial;           Mapear e prospectar novas oportunidades de negocio  Abordar de forma personalizada potenciais clientes  Conduzir a primeira etapa do processo de vendas   gerando interesse na solucao e quebrando possiveis objecoes  Garantir a presenca do lead na reuniao de demonstracao   feita por um vendedor  Analisar constantemente os resultados da area e os seus proprios   buscando evoluir em volume e qualidade de sua performance. Procura de estudantes a partir do Primeiro Periodo que estudam a noite.Pre-Requisitos: Excelente comunicacao verbal e escrita.BeneficiosVale TransporteSeguro de VidaBolsa estagio                Exibir mais                   Exibir menos;30
https://br.linkedin.com/jobs/view/est%C3%A1gio-comercial-at-artthagestaorhvagas-3045167736?refId=WTf9T7tgYahU%2FT6fRqo4PQ%3D%3D&trackingId=MSnmcdNXQEx6w2sH9aMESA%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card;Estagio - Comercial;   RequisitosFormacao em superior em andamento em Gestao Comercial ou areas afins a partir do 2o semestre.Facilidade de comunicacao e operacao de sistemas.Facilidade com redes sociais - InstagramCompetencias NecessariasSer comunicativo/desinibidoHabilidade em resolucao de problemasOrganizacaoSimpatiaProatividadeTer facilidade com a plataforma InstagramRaciocinio logicoAtividades a Serem RealizadasMonitoramento do CRM.SAC em midias sociais.Prospeccao de clientes nos canais digitais.Triagem de leads para a equipe de vendas.Atualizacao diaria de stories.Analise de metricas de marketing digital.Suporte a agencia de Marketing.Recepcao do cliente na loja.          Exibir mais                   Exibir menos;30
