LINK;TITULO;DESCR;MATERIA
https://br.linkedin.com/jobs/view/est%C3%A1gio-em-desenvolvimento-de-sistemas-codex-utilities-at-imagem-%E2%80%93-solu%C3%A7%C3%B5es-de-intelig%C3%AAncia-geogr%C3%A1fica-2974137014?refId=vuYQUQhmzMyHFZ9ZV4g8uA%3D%3D&trackingId=8bRgQYnz%2FmncO%2BTZoeBqYw%3D%3D&position=5&pageNum=1&trk=public_jobs_jserp-result_search-card;Estagio em Desenvolvimento de Sistemas [Codex Utilities];   Quem somos? Conheca um pouco sobre a Codex Utilities!Somos uma empresa do Grupo Imagem   com foco em desenvolvimentos especializados que combinam sistemas de informacao   consultoria setorial   especialistas em tecnologia e melhores praticas de gestao para apoiar nossos clientes de forma integrada   atendendo aos mais diversificados processos de negocios.Quais serao as responsabilidades para o cargo?Monitorar os alarmes das aplicacoes  Realizar a triagem de chamados   analisando cada solicitacao e se necessario acionar o proximo nivel de atendimento  Desenvolver solucoes paliativas e definitivas dos sistemas (Front-End e Back-End)  Escrita de consultas SQL  Suporte remoto para solucao e/ou orientacao ao usuario final dos clientes  Apoiar na elaboracao de material de indicadores para relatorios gerenciais  Aprender novas tecnologias e propor melhorias para os processos.Quais as habilidades e conhecimentos voce precisa ter para fazer parte da nossa empresa?Ensino Superior Cursando em Ciencia da Computacao   Engenharia da Computacao   Engenharia Controle e Automacao   Analise e Desenvolvimento de Sistemas e afins.Conhecimentos Desejaveis:Conhecimentos em banco de dados e SQL  Automatizacao de rotinas de sistemas  Sistemas operacionais Windows   Linux e Android  Contato com linguagens de programacao e Metodologias ageis.Local: Home Office.                Exibir mais                   Exibir menos;5
https://br.linkedin.com/jobs/view/est%C3%A1gio-em-programa%C3%A7%C3%A3o-at-russel-servi%C3%A7os-3106136725?refId=vuYQUQhmzMyHFZ9ZV4g8uA%3D%3D&trackingId=x2wO1hH3R1XUfPt5C991pg%3D%3D&position=7&pageNum=1&trk=public_jobs_jserp-result_search-card;Estagio Em Programacao;   Area De AtuacaoEstagiariosLocalizacaoRio de Janeiro-RJAtribuicoesDar apoio e suporte nas atividades de desenvolvimento das ferramentas no site.RequisitosDESEJAVEL CONHECIMENTO PHP orientado a objeto.DESEJAVEL CONHECIMENTO em MYSQL   SQL   HTM5   JAVA SCRIPT   REST API.DESEJAVEL CONHECIMENTO EM VUEJS   AJAX E JQUERY.Necessario cursando graduacao em Ciencia da Computacao   Sistema de informacao   Analise e Desenvolvimento de Sistemas   Engenharia da Computacao   TI ou areas correlatas.Escolaridade Minima ExigidaSem informacao                Exibir mais                   Exibir menos;5
https://br.linkedin.com/jobs/view/est%C3%A1gio-em-programa%C3%A7%C3%A3o-at-rhf-talentos-nordeste-3085840057?refId=vuYQUQhmzMyHFZ9ZV4g8uA%3D%3D&trackingId=j0yoJUSMMcqKb9K0hgybfg%3D%3D&position=8&pageNum=1&trk=public_jobs_jserp-result_search-card;Estagio em Programacao;           Quantidade: 01 vaga.Local: R. Alves Tororo - GaranhunsBolsa: R$600  00 + vale transporteHorario: segunda a sexta - das 08h00 as 15h00Atividades: Auxiliar no desenvolvimento de codigos basicos e demandas basicas de programacao.Requisitos: Ser estudante de Ciencias da Computacao   Analise e Desenvolvimento de Sistemas ou areas afins.Diferencial: Experiencia ou conhecimento em python   django   html   css   javascript   conhecimento de banco de dados.                Exibir mais                   Exibir menos;5
https://br.linkedin.com/jobs/view/tecnologia-desenvolvimento-de-software-desktop-est%C3%A1gio-at-i-systems-3104165617?refId=vuYQUQhmzMyHFZ9ZV4g8uA%3D%3D&trackingId=fiKW0Jsb%2BvZXbkNl%2BTicGA%3D%3D&position=12&pageNum=1&trk=public_jobs_jserp-result_search-card;Tecnologia - Desenvolvimento de Software Desktop (Estagio);   Job DescriptionA I.Systems fornece solucoes de controle avancado e otimizacao de processos para diversos segmentos da industria com produtos de tecnologia exclusiva e patenteada   baseados em inteligencia artificial. Com mais de 100 projetos realizados em mais de 50 grupos distintos   estamos caminhando para nos tornar uma empresa global e cada vez mais proxima do objetivo de aumentar a eficiencia do mundo.Nos encontramos entre as 100 startups brasileiras mais promissoras em inovacao e tecnologia   alem de sermos uma empresa certificada pelo Great Place to Work.O programa de estagio e uma jornada de pelo menos 1 ano e visa trazer uma experiencia pratica e completa e a oportunidade de atuar em tarefas de alto impacto nos produtos da empresa.Se voce se interessa por um ambiente de trabalho agil   desenvolvimento de software e gosta de aprender   essa vaga e para voce!Diversidade Para nos   diversidade e um pilar fundamental para que possamos oferecer um ambiente plural e aberto para que cada individuo floresca na sua forma maxima de autenticidade. Por isso   todos os perfis sao considerados em nossas posicoes e muito bem-vindes   independente do genero   identidade   orientacao sexual   raca   idade ou qualquer outro fator.Main responsibilitiesA Pessoa Estagiaria Em Desenvolvimento De Software Atuara Dentro Dos Squads De Desenvolvimento Desktop   Participando De Todas As Etapas Do Processo ComoDescricao   refinamento e priorizacao de itens do backlog dos produtos  Desenvolvimento e teste de tarefas  Documentacao das atividades.Requirements And SkillsGraduacao em andamento nas areas de Ciencia da Computacao   Analise e Desenvolvimento de Sistemas   Engenharia da Computacao ou correlatas  Boa comunicacao e bom relacionamento interpessoal  Curso tecnico na area ou experiencia profissional sao considerados diferenciais.Additional informationModelo de contrato remoto  Horarios flexiveis  PLR (Participacao nos Lucros e Resultados)  Seguro de Vida  Plano de Saude  Plano Odontologico  Vale Alimentacao e Refeicao  Gympass  Ginastica Laboral  Auxilio para estudos de idiomas  Creditas (credito consignado)  Apoio Pass  Auxilio home office  Convenio SESC  Cursos Alura.Somos a i.Systems!Somos a startup lider na aplicacao de Inteligencia Artificial em processos industriais. Nos atuamos no desenvolvimento de solucoes em tecnologias de automacao e controle avancado   visando trazer ganhos expressivos em eficiencia para as industrias.Estamos entre as 100 startups brasileiras mais promissoras em inovacao e tecnologia   alem de sermos uma empresa certificada pelo Great Place to Work   como um excelente lugar para trabalhar.Somos um time de pessoas empoderadas e colaborativas   que norteadas pelo nosso proposito de tornar o mundo mais eficiente   construimos nossa historia a partir da confianca e respeito as diversidades. Aqui   a gente pensa e respira tecnologia e inovacao o tempo todo   sempre trabalhando em equipe para criar a melhor solucao que beneficie a todos. Nossa visao e de simplificar como pessoas e dados se relacionam.Venha fazer parte da revolucao do cenario industrial com aplicacao de IA! Etapas Do Nosso Processo SeletivoInscricoes   Avaliacao do perfil  Entrevista de fit  Avaliacao tecnica (Essa etapa pode variar de acordo com a lideranca   podendo ser um teste   uma apresentacao de portfolio   case ou amostra de trabalho)  Entrevista final  Carta proposta (para contratacao).E importante ressaltar que o processo nem sempre acontece nessa ordem que foi apresentada   podendo ser alterada de acordo com a necessidade. Ademais   os processos nem sempre tem a mesma duracao   mas independente disso   nos sempre entraremos em contato atraves da Gupy para dar feedbacks positivos e negativos   por isso reforcamos que fique de olho aqui e na sua caixa de SPAM!!Um Pouco Sobre a Nossa HistoriaHistoria i.Systems por Endeavor: <https://endeavor.org.br/desenvolvimento-pessoal/historia-isystems/>Historia I.Systems Por GraoJornada em Diversidade & Inclusao por Endeavor:<https://endeavor.org.br/diversidade/jornada-em-diversidade-inclusao-isystems/>I.Systems e Sustentabilidade Por Capital Reset<https://www.capitalreset.com/com-inteligencia-artificial-i-systems-poupa-de-energia-a-embalagens-para-a-industria-e-ja-tem-ambev-como-acionista/>Software que evita prejuizo na industria por G1:<http://g1.globo.com/economia/pme/noticia/2015/12/software-ajuda-evitar-prejuizo-na-industria.html>Conheca mais sobre nos Website  LinkedIn  Facebook  Instagram Open for applications until: 15/06/2022                Exibir mais                   Exibir menos;5
https://br.linkedin.com/jobs/view/tecnologia-desenvolvimento-de-software-desktop-est%C3%A1gio-at-i-systems-3104126002?refId=vuYQUQhmzMyHFZ9ZV4g8uA%3D%3D&trackingId=suu%2Fpxby65%2FA9bN%2FxJoLCw%3D%3D&position=13&pageNum=1&trk=public_jobs_jserp-result_search-card;Tecnologia - Desenvolvimento de Software Desktop (Estagio);           A I.Systems fornece solucoes de controle avancado e otimizacao de processos para diversos segmentos da industria com produtos de tecnologia exclusiva e patenteada   baseados em inteligencia artificial. Com mais de 100 projetos realizados em mais de 50 grupos distintos   estamos caminhando para nos tornar uma empresa global e cada vez mais proxima do objetivo de aumentar a eficiencia do mundo.Nos encontramos entre as 100 startups brasileiras mais promissoras em inovacao e tecnologia   alem de sermos uma empresa certificada pelo Great Place to Work.O programa de estagio e uma jornada de pelo menos 1 ano e visa trazer uma experiencia pratica e completa e a oportunidade de atuar em tarefas de alto impacto nos produtos da empresa.Se voce se interessa por um ambiente de trabalho agil   desenvolvimento de software e gosta de aprender   essa vaga e para voce!Diversidade Para nos   diversidade e um pilar fundamental para que possamos oferecer um ambiente plural e aberto para que cada individuo floresca na sua forma maxima de autenticidade. Por isso   todos os perfis sao considerados em nossas posicoes e muito bem-vindes   independente do genero   identidade   orientacao sexual   raca   idade ou qualquer outro fator.Responsabilidades e atribuicoesA Pessoa Estagiaria Em Desenvolvimento De Software Atuara Dentro Dos Squads De Desenvolvimento Desktop   Participando De Todas As Etapas Do Processo ComoDescricao   refinamento e priorizacao de itens do backlog dos produtos  Desenvolvimento e teste de tarefas  Documentacao das atividades.Requisitos e qualificacoesGraduacao em andamento nas areas de Ciencia da Computacao   Analise e Desenvolvimento de Sistemas   Engenharia da Computacao ou correlatas  Boa comunicacao e bom relacionamento interpessoal  Curso tecnico na area ou experiencia profissional sao considerados diferenciais.Informacoes adicionaisModelo de contrato remoto  Horarios flexiveis  PLR (Participacao nos Lucros e Resultados)  Seguro de Vida  Plano de Saude  Plano Odontologico  Vale Alimentacao e Refeicao  Gympass  Ginastica Laboral  Auxilio para estudos de idiomas  Creditas (credito consignado)  Apoio Pass  Auxilio home office  Convenio SESC  Cursos Alura.          Exibir mais                   Exibir menos;5
https://br.linkedin.com/jobs/view/est%C3%A1gio-em-ti-tatuap%C3%A9-at-saee-est%C3%A1gios-3085056662?refId=vuYQUQhmzMyHFZ9ZV4g8uA%3D%3D&trackingId=FDC%2Bjbf52ZiKKbopS0DOfw%3D%3D&position=15&pageNum=1&trk=public_jobs_jserp-result_search-card;Estagio Em TI - Tatuape;           Vaga de Estagio Em TI - Tatuape em Sao Paulo. R$ 1.500  00 (Bruto mensal). Parcial manhas. Estagio Area e especializacao profissional: Informatica   TI   Telecomunicacoes - Suporte Tecnico Nivel hierarquico: Estagiario Local de trabalho: Sao Paulo   SP Regime de contratacao de tipo Estagio Jornada Parcial manhas Estagio para estudantes cursando tecnologo ou superior em Sistemas de Informacao   Redes de computadores   Analise e Desenvolvimento de Sistemas   Gestao da Tecnologia e Informacao e areas correlatas   para empresa localizada no Tatuape. Atividades: Manutencao em hardware de pcs e notebooks (troca de hd para ssd   troca de memoria   troca de fonte)   Manutencao em software de pcs e notebooks (instalacao windows 7 e 10   pacote office   configuracao de rede   softwares terceiros   drivers e etc)   Manutencao em impressoras (troca de toner   inclusao de papel   gerar relatorio de uso)   Elaboracao e manutencao de planilhas de controle de TI (equipamentos   licencas   acessos de usuarios)   Suporte de TI a usuarios da empresa (troca de perifericos   ajuda com e-mail   sanar problemas do dia a dia)   Suporte remoto a pontos de venda (geracao de recibo pdf   teste de internet   cadastro de boletos em sistema interno)   Organizar   testar e armazenar os equipamentos no estoque de TI   Auxilio nas atividades administrativas do departamento. Horario de segunda a sexta das 10h as 16h. Bolsa1500  00 + VT. Beneficios adicionais: Seguro de Vida   Vale-transporte                Exibir mais                   Exibir menos;5
https://br.linkedin.com/jobs/view/est%C3%A1gio-tecnologia-da-informa%C3%A7%C3%A3o-at-faculdades-batista-do-paran%C3%A1-3083023381?refId=vuYQUQhmzMyHFZ9ZV4g8uA%3D%3D&trackingId=70pL2nvEOoCQu%2BFiHc%2BK2Q%3D%3D&position=20&pageNum=1&trk=public_jobs_jserp-result_search-card;Estagio - Tecnologia da Informacao;   Quem somos?As Faculdades Batista do Parana   uma instituicao com mais de 80 anos de tradicao em cursos de Teologia e uma das mais importantes em seu ramo   esta em busca de profissional para compor sua excelente equipe!Ficou interessado   entao #VempraEquipeFabapar Voce e colaborativo   dinamico   pro-ativo e tem facilidade com sistemas? Cursa Analise e Desenvolvimento de Sistemas   Ciencias da Computacao   Redes ou Gestao da Tecnologia da Informacao ou areas afins   esta vaga e para voce! Como sera seu dia-a-dia:Auxiliar na manutencao e suporte em informatica  Auxiliar na Instalacao e troca de perifericos  Recepcionar atendimento de chamados  Auxiliar no suporte aos clientes internos da instituicao  Auxiliar na Instalacao e configuracao de impressoras e sistemas operacionais  O que precisamos?Que tenha conhecimentos em:  Formatacao de computadores   Configuracao de redes   Configuracao de impressoras   instalacao e configuracao de sistemas operacionais   Instalacao de pacote office  O que oferecemos?Bolsa-Auxilio R$ 800  00 (mes) / VR/VA R$ 250  00 (mes) / Auxilio Transporte / Opcao de Plano Odontologico / Estacionamento no Local /  Bolsa de 50% nos cursos de Graduacao e Pos- Graduacao (Lato Sensu) ofertados pela FABAPAR/ Contrato via CIEE/ de segunda a sexta - 6h por dia. Identificou-se?Envie seu curriculo com o assunto: Estagio  TI para trabalheconosco@fabapar.com.br          Exibir mais                   Exibir menos;5
https://br.linkedin.com/jobs/view/est%C3%A1gio-business-intelligence-bi-at-paripassu-3107054903?refId=vuYQUQhmzMyHFZ9ZV4g8uA%3D%3D&trackingId=zYc%2FeSS%2FpLd7M9pWsbO4iw%3D%3D&position=21&pageNum=1&trk=public_jobs_jserp-result_search-card;Estagio Business Intelligence (BI);           Aqui na PariPassu temos paixao pelo que fazemos. Trabalhamos focados para o sucesso dos nossos clientes   colaboradores e desenvolvimento de toda cadeia de alimentos.Se voce e um profissional que acredita em resultados colaborativos   gosta de desafios   de trabalhar com proposito e de compartilhar seus conhecimentos   venha fazer parte do nosso time!Esperamos um profissional com capacidade de trazer novas ideias   com vontade de propor solucoes inovadoras e com zelo pela qualidade e excelencia.Atividades Desse CargoQuer fazer parte de uma empresas com Certificado de Melhores Empresas Para Trabalhar (Great Place To Work)? Da so uma olhada:Levantamento e sistematizacao de dados e informacoes  Analise e interpretacao de dados  Participacao no desenvolvimento de conceitos   na elaboracao de estrategias   modelos e planos de negocios  Acompanhar e analisar os KPIs estrategicos da empresa  Apoio em benchmarking  Confeccionar   atualizar e analisar relatorios de acompanhamento da carteira de clientes  Documentar processos na Central de Conhecimento da empresa  Apoiar na criacao de capacitacoes e playbooks para a equipe a partir do conteudo de reunioes ou de direcionamentos da lideranca.O Que e Necessario Para Ingressar Conosco (requisitos)Ensino Superior em andamento nas areas de Engenharias   Administracao   Economia   Comercio Exterior   Ciencia de Dados   Analise e Desenvolvimento de Sistemas   Sistemas de Informacao   Ciencia da Computacao   Estatistica ou Matematica.Excel Avancado e indispensavel  Aptidao para escrever conteudos tecnicos (capacitacoes   registros de processos   etc).O que pode ser um diferencial (nao obrigatorio):Softwares de BI  Nocoes de programacao  Ferramentas de Big Data  Experiencia com producao de conteudos.O Que Voce Vai AprenderDirecionar estrategias para o crescimento e retencao de receita da empresa  Analise de tendencias do mercado  Aprimoramento de raciocinio analitico e resolucao de problemas  Conhecimento sobre a cadeia de alimentos pereciveis  Relacionamento com empresas de referencia de seus setores  Beneficios Feedback recorrente e focado no crescimento profissional  Ciclo de avaliacao de performance  Um time de excelencia tecnica   focado em melhoria continua e inovacao  Plano de carreira   cargos e salarios  Vale-refeicao ou alimentacao Alelo  Auxilio transporte  Trabalhar em uma empresa GPTW  Day-off de aniversario  Seguro de vida  Plano de Desenvolvimento Estagio:Avaliacao - 06 meses - Ganho: Aumento de BolsaAvaliacao - 09 meses - Ganho: Aumento de BolsaAvaliacao - 12 meses - Ganho: Aumento de BolsaFrutas   pao fresco e bebidas quentes disponibilizadas diariamente na sede  Ambiente inovador que proporciona crescimento   com profissionais incriveis e de aprendizado constante  A oportunidade de fazer parte de uma empresa de alto impacto que afeta positivamente toda a cadeia agroalimentar  Fazer parte de um time horizontal e transparente   que nao apenas valoriza suas ideias   mas tambem espera que voce faca parte da construcao da empresa  Ajudar a desenvolver e construir uma cultura de autonomia e uniao   conectando pessoas a um unico proposito: organizar as informacoes da cadeia global de alimentos para torna-las acessiveis e uteis.Voce cumpre com os pre-requisitos?Se interessou em trabalhar na PariPassu?Clique em candidatar-se a vaga e siga as etapas. Boa sorte!          Exibir mais                   Exibir menos;5
https://br.linkedin.com/jobs/view/est%C3%A1gio-em-desenvolvimento-de-software-urgent-hire-at-visto-tecnologia-3103886840?refId=vuYQUQhmzMyHFZ9ZV4g8uA%3D%3D&trackingId=UB68TJnpmy1lyPeXeE7Ybw%3D%3D&position=22&pageNum=1&trk=public_jobs_jserp-result_search-card;Estagio em Desenvolvimento de Software - Urgent Hire;           We are on the lookout for a brilliant Estagio em Desenvolvimento de Software to join our incredible team at Visto Tecnologia in Remoto.Growing your career as a Full Time Estagio em Desenvolvimento de Software is a terrific opportunity to develop productive skills.If you are strong in teamwork   persuasion and have the right drive for the job   then apply for the position of Estagio em Desenvolvimento de Software at Visto Tecnologia today!Nos ultimos anos a comunicacao se transformou. E nossa historia e o perfeito reflexo de como e necessario evoluir e se questionar todos os dias sobre o futuro. Soubemos nos reinventar   crescer e acompanhar essas mudancas. Nascemos como uma grafica e hoje somos um Hub de Conteudo e Tecnologia. Com duas empresas de operacoes independentes de estrategia unificada   desenhamos solucoes customizadas de gestao e producao e conteudo   de acordo com a necessidade de cada cliente.Estamos em busca de pessoas criativas para continuar construindo essa jornada   ficou a fim? Que tal se inscrever na nossa vaga de Estagio em Desenvolvimento? Vamos adorar conhecer melhor o seu perfil e conferir se voce da match com a gente! :) Responsabilidades e atribuicoesO estagio e para atuar no time de Engenharia de Software da Visto Tecnologia.Seu Dia-a-dia Envolve Estudar e aprender junto do nosso time de especialistas as rotinas de desenvolvimento de software   Execucao de atividades praticas conforme escopo montado pela sua lideranca   Explorar seus conhecimentos/interesses de programacao   ajudando no desenvolvimento de novos produtos.Diferencial Alguma experiencia (mesmo que academica) com desenvolvimento Front-end ou Back-end. Requisitos e qualificacoes Estar cursando sistema de informacao   analise e desenvolvimento de sistemas   ciencias da computacao   engenharia de software   gestao de tecnologia da informacao e afins a partir do terceiro semestre   Disposto a adquirir novos conhecimentos e ser proativo. Informacoes adicionaisOferecemos Uma Lista Completa De Beneficios   Incluindo Vale refeicao   Home office   Plano odontologico e medico   Gympass   Atendimento Psicologico aos colaboradores   Cultura de feedback e desenvolvimento   com acompanhamento trimestral com sua lideranca.Company BenefitsLearning opportunitiesCompany offers career progression opportunitiesAdvantageous packageJob originally posted on GrabJobs. If you need to report this job please contact GrabJobs          Exibir mais                   Exibir menos;5
https://br.linkedin.com/jobs/view/est%C3%A1gio-suporte-t%C3%A9cnico-de-t-i-est%C3%BAdios-at-pecege-3089599145?refId=vuYQUQhmzMyHFZ9ZV4g8uA%3D%3D&trackingId=0haU14juq7W%2FYFGY5nwuWA%3D%3D&position=24&pageNum=1&trk=public_jobs_jserp-result_search-card;Estagio Suporte Tecnico de T.I. - Estudios;           O que acha de trabalhar em um ambiente transformador e inovador de uma das organizacoes lideres no segmento da Educacao?O Pecege e a uniao de pessoas que acreditam na educacao como principal elemento de transformacao social. Nossa missao e democratizar o conhecimento para contribuir com o desenvolvimento economico   social e cultural.Contamos com cada colaborador(a) (internamente chamados(as) de Pecegers) para contribuir com sua experiencia e dedicacao   elementos importantes no sucesso da nossa missao.Neste momento estamos procurando por um profissional para atuar como Estagiario no Departamento de Estudios do PECEGE.O estagiario de suporte tecnico de TI sera responsavel pela coordenacao das atividades ligadas a TI durante a transmissao das aulas ao vivo. O profissional tera a oportunidade de desenvolver habilidades tecnicas   ao ter contato direto com alunos e questoes tecnicas que contribuirao com o seu conhecimento.Pronto(a) para conhecer essa oportunidade? Confira atentamente as informacoes e requisitos da vaga a seguir. LEMBRETE: E de extrema importancia que voce efetue todas as etapas do processo de candidatura para que possamos analisar seu perfil e te chamar para entrevista. Caso voce pule alguma das etapas   seu perfil nao avancara no processo seletivo.Responsabilidades e atribuicoesRealizar o atendimento e suporte tecnico aos alunos (cursos de MBA - EAD ao vivo) de forma acolhedora e humanizada   com orientacoes e solucoes detalhadas  Organizar e realizar os testes necessarios para a transmissao da aula  Organizar o estudio de modo a preparar e dar apoio para a operacao dos equipamentos necessarios para as transmissoes (wirecast   elemental   etc.)   Pesquisar aplicativos   programas   softwares e hardwares para melhorar a experiencia do cliente   Contribuir com informacoes e insights para a melhoria da experiencia do aluno/professor/palestrante e processos internos  Fornecer informacoes para os relatorios de cada transmissao   Participar/oferecer treinamentos de professores/monitores   Edicao basica de videos.Requisitos e qualificacoesHard SkillsExperiencia previa e estar cursando Engenharia da Computacao   Analise e Desenvolvimento de Sistemas   Gestao da Tecnologia e Informacao   Sistemas de Informacao ou Engenharia de Software  Conhecimento em ferramentas como Zoom avancado e Power Point intermediario   e obrigatorio   Desejavel ter experiencia previa com Elemental e WireCast.Soft SkillsFacilidade com tecnologia   no sentido de amparar a equipe nas ferramentas utilizadas em aula   Experiencia previa com atendimento ao publico   sera visto como um diferencial  Habilidades de organizacao   resolucao de problemas e agilidade    serao vistos como diferenciais  Bom humor   respeito   etica   comprometimento   pro atividade e iniciativa   serao habilidades valorizadas para a vaga.Informacoes adicionaisQuer saber como e trabalhar no Pecege?O trabalho sera presencial (Estudios do Pecege em Piracicaba/SP) de segunda a sexta-feira   das 16h30 as 23h30 (com 1 hora de intervalo)  Os equipamentos para o trabalho sao fornecidos por nos: Notebook   materiais de escritorio etc.  Conheca os nossos beneficiosA remuneracao para esse estagio e R$ 1.203  40 (R$ 1.100  00 Estagio I + R$ 103  40 VT)  Oferecemos ate 2 bonificacoes ao ano (de acordo com regras internas)  Plano de saude Unimed  Seguro de vida  Projeto de Autocuidado gratuito: aulas de meditacao e funcional online com profissionais  Parcerias com descontos para dentista   nutricionista   psicologa   profissional de Pilates   academia   otica   entre outros.Alem dos beneficios temos programas de incentivos e desenvolvimento para sua carreira:Cursos gratuitos com certificado em nossa Universidade Corporativa  Possibilidade de bolsa integral para colaboradores e dependentes legais nos cursos do MBA USP/Esalq (necessario diploma de ensino superior)  Possibilidade de bolsa integral para o curso de graduacao na Faculdade Pecege  Possibilidade de bolsa integral para cursos de idiomas: ingles ou espanhol  Alem de tudo isso   temos algumas informacoes extras! Nosso quadro de funcionarios(as) aumentou em 100% nos ultimos 24 meses (mesmo com a pandemia!)   Nossos horarios sao flexiveis conforme a operacao de cada area/departamento   Temos reunioes periodicas que sao abertas para todos(as) (Pecegers e diretoria) com alinhamento geral de metas e objetivos da organizacao   Avaliacao de desempenho individual para desenvolvimento de carreira.Agora que voce nos conheceu um pouco mais   que tal fazer parte desse time?Se voce tem o que e necessario para essa vaga e gostou do Pecege   faca agora mesmo seu cadastro e participe do processo seletivo!                Exibir mais                   Exibir menos;5
https://br.linkedin.com/jobs/view/est%C3%A1gio-em-desenvolvimento-de-produtos-at-itemm-instituto-t%C3%A9cnico-educacional-mirian-menchini-3086103499?refId=vuYQUQhmzMyHFZ9ZV4g8uA%3D%3D&trackingId=Q4BGkeYc7w85AyoouAC9ew%3D%3D&position=25&pageNum=1&trk=public_jobs_jserp-result_search-card;ESTAGIO EM DESENVOLVIMENTO DE PRODUTOS;   Requisitos Ensino Superior cursando em engenharia de desenvolvimento de produtos   analise e desenvolvimento de sistemas   engenharia da producao   engenharia de manutencao ou areas correlatas. Pacote Office   Residir em Sorocaba ou Votorantim.Bolsa Auxilio: R$ 900  00Beneficio: MARMITEX + VTHorario: 08h  15h com uma hora de almocoEmpresa localizada em Votorantim                Exibir mais                   Exibir menos;5
https://br.linkedin.com/jobs/view/est%C3%A1gio-de-ti-vaga-remota-at-adn-tech-3048355528?refId=UGLEYoPJoiC1FKGwU6%2FnLA%3D%3D&trackingId=EZf%2F5yVCtaTcn%2Fw2ygNQIg%3D%3D&position=5&pageNum=2&trk=public_jobs_jserp-result_search-card;Estagio de TI - Vaga Remota;   # Quem somos nos? Somos a adn.tech! Uma empresa de TI Full Service Provider   uma consultoria especializada em TI   atuando como Fabrica de Software e ERP   para o seguimento de servicos   onde colecionamos historias de sucesso   com clientes e parceiros   com um time de profissionais altamente qualificados   que faz acontecer! Venha fazer parte dessa historia!Como nao nos limitamos   muitas conquistas ainda estao por vir e voce pode fazer parte desse processo!O que voce ira fazer?Atuar em desenvolvimento de solucoes web de acordo com a demanda do cliente.# O que buscamos em voce?Graduacao cursando em Ciencia da Computacao   Gestao de Tecnologia da Informacao   Analise e Desenvolvimento de Sistemas e correlatas.Ter formacao prevista a partir de dezembro de 2023  Morar em Salvador/BA  Disponibilidade para estagiar 6h por dia (lembrando que nossa modalidade de trabalho e home office)  Conhecimento basico/intermediario em Ingles  Conhecimento intermediario em Pacote Office  Conhecimento basico em Linguagens de Programacao.# HabilidadesOrganizacao  Trabalho em Equipe  Proatividade  Interesse  Atencao  Senso Analitico  Resolucao de Problemas  Raciocinio Logico  Flexibilidade  Curiosidade.# O que voce ira receber?Oportunidade de crescimento e aprendizado  Bolsa Auxilio de R$ 1.000  00  Vale Refeicao  Seguro de vida em grupo  Auxilio Home Office  Gympass  Klivo  Zenklub  Alura  Day off no dia do aniversario  Kit boas-vindas: esse vamos deixar para surpresa Local de trabalho: Salvador/BAModalidade de trabalho: Home Office#vemseradn.tech          Exibir mais                   Exibir menos;5
https://br.linkedin.com/jobs/view/est%C3%A1gio-em-ci%C3%AAncia-da-computa%C3%A7%C3%A3o-at-abrh-3109246312?refId=UGLEYoPJoiC1FKGwU6%2FnLA%3D%3D&trackingId=gXzXY7iWyW92altVd%2Fchpw%3D%3D&position=6&pageNum=2&trk=public_jobs_jserp-result_search-card;Estagio em Ciencia da Computacao;           Ira auxiliar realizar as trilhas de treinamentos dos sistemas   realizar o mapeamento e desenho de processos de negocios   auxiliar na estruturacao de sistemas de informacao   auxiliar os profissionais da area de analise de sistemas   suporte a usuarios em duvidas de sistemas   documentacao dos sistemas e processos   desenvolvimento de relatorios e manuais de uso   acompanhar reunioes internas da empresa   auxiliar na manutencao e atualizacao da intranet do departamento.BeneficiosA Combinar  Formacao AcademicaSuperior cursando em ciencia da computacao   tecnologia em analise e desenvolvimento de sistemas.ExperienciaNao e necessario experiencia.Salario2000CargoEstagio em Ciencia da ComputacaoEmpresaAbrhConsultoria em recursos humanos e cursos de recursos humanos.RamoGovernamental                Exibir mais                   Exibir menos;5
