Link;Titulo;Desc;Curso
https://www.vagas.com.br/vagas/v2368236/analista-de-operacoes-junior-controle-de-estoque;Analista de Operacoes Junior Controle de Estoque;Atividades  Realizar o monitoramento de indicadores e processos operacionais Analisar dados e elaborar relatorios Alimentar e manter atualizado base de dados Realizar a consolidacao de dados corporativos Analise de Cockpit de Stock Orders Elaborar projetos de desenvolvimento operacional Realizar interface com as areas clientes Outros requisitos Conhecimento em Excel Avancado ferramentas da Qualidade e Power BI Conhecimento no sistema WMS e SAP;6
https://www.vagas.com.br/vagas/v2379720/analista-de-laboratorio;Analista de Laboratorio;AtribuicoesRealizar analises laboratoriais gestao do plano de manutencao e calibracoes dos equipamentos cumprimento e atualizacao do plano de confiabilidade analitica criacao e analise de relatorios e banco de dados atualizacao de procedimentos desenvolvimento de metodos analiticos participacao do sistema de gestao.Requisitos Superior completo em Quimica ou Engenharia Quimica com CRQ ativo Desejavel SAP e pacote office intermediario.Residir em Lencois Paulista Bauru ou Macatuba.Vaga tambem disponivel para pessoas com deficiencia.;6
https://www.vagas.com.br/vagas/v2376237/analista-basis-security;Analista Basis Security;Graduacao na area de Tecnologia da Informacao Engenharia Analise e/ou areas correlatas Atividades   Liberacoes de acessos dentro dos sistemas ERP (SAP SAP B1 TOTVS Datasul etc.) e atualizacoes dos dados dos usuarios Criar e manter atualizado os dados dos usuarios dos sistemas ERP Prestar suporte aos usuarios dos sistemas ERP quanto ao bloqueio e desbloqueio de acesso alteracoes de senhas associacao e desassociacao de acessos e analise de erros Elaborar liberar e transportar Requests (funcao especifica do sistema SAP) associando o usuario a funcao transportada Gerar relatorios de acessos mediante a solicitacao dos clientes e/ou Auditoria fornecendo as informacoes solicitadas   Dominio na utilizacao na ferramenta de chamados Requestia Dominio na criacao de Unidade de trabalho funcoes Macro/Micros no SAP Participar de desenvolvimento de Kaizen Mapear Fluxo de Valor / Reducao de Lead Time Participar do Gerenciamento Diario Obter o conhecimento tecnico basico para atuar na area de Controle de Acesso para Sistemas ERP Criar usuarios no AD (Active Directory).;6
https://www.vagas.com.br/vagas/v2344421/analista-credito-interior-jr;Analista Credito Interior Jr;Principais Atividades   Desenvolver as analises de Credito das Contrapartes buscando as informacoes detalhadas para auxiliar os demais Analistas a desenvolver o Fluxo de Caixa para suporte/escalada ao Coordenador da Celula na tomada de decisao /aprovacao do Credito.  Responsavel pela Liberacao de Barter apos o mesmo ter sido conferido/liberado pelo Analista PL SR e/ou Coordenador de Credito conferindo as solicitacoes para que os pedidos sejam liberados corretamente.  Auxiliar na administracao da carteira de contrapartes junto ao sistema de credito monitorando status de limites afim de evitar overlimit e bases vencidas.  Apoiar os Estagiarios orientando ao lancamento das informacoes das Contrapartes nos lancamentos das respectivas garantias no sistema de credito   Interacao proxima com os demais membros da equipe sendo essencial possuir pro atividade e perfil para solucionar problemas.  Requisitos   Desejavel conhecimento em Analises de IRPF Balanco Patrimonial DRE e Desenvolvimento de Fluxo de Caixa.  Conhecimento pacotes do office   Formacao superior completa em Contabilidade Economia Administracao de Empresa ou areas afins.    Respeitamos e valorizamos talentos de todos os generos idades racas etnias sexualidades religioes e deficiencias*. Diversidade e um de nossos valores! *Essa oportunidade destina se tambem as pessoas com deficiencia (PcD).;6
https://www.vagas.com.br/vagas/v2369315/analista-de-treinamento-e-desenvolvimento-jr;Analista de Treinamento e Desenvolvimento Jr;	Apoiar na elaboracao revisao e acompanhamento de projetos de desenvolvimento humano como Aprendiz Trainee Estagio  	Apoiar no controle e analise dos indicadores de performance das areas de Desenvolvimento Humano como turnover lead time pesquisas de satisfacao de treinamento entre outros  	Atuar no apoio ao Levantamento das Necessidades de Treinamento (LNT) e na realizacao de processos seletivos  	Auxiliar na construcao do plano de treinamento bem como seus registros no sistema  	Executar as pesquisas de satisfacao reacao desligamento entre outras apresentando analise critica das mesmas e sugerindo acoes conforme diagnosticos realizados  	Atuar como agente de promocao da cultura organizacional procedimentos e politicas de desenvolvimento humano buscando sempre inteirar se as melhores praticas para sugestoes de melhoria interna  Outros requisitos 	Ensino Superior Completo em Psicologia Administracao ou areas afins 	Experiencia na area  	Conhecimento em pacote office;6
https://www.vagas.com.br/vagas/v2372706/assistente-de-suporte-tecnico-hardware-infraestrutura;Assistente de Suporte Tecnico Hardware  Infraestrutura;Prestar primeiro nivel de atendimento ao suporte a usuario referente a infraestruturaTer conhecimento em Active DirectoryWindows ServerGPOConfiguracao e manutencao de Hardware  Horario  De segunda a sabado das 8 00 as 18 00. Requisitos  Ter facil acesso a regiao da Vila Leopoldina. Estar cursando faculdade de Redes de Computadores ou Analise e Desenvolvimento de Sistemas.;6
https://www.vagas.com.br/vagas/v2375515/analista-de-sistemas-junior;Analista de Sistemas Junior;Atribuicoes   Desenvolver sistemas   Fazer a manutencao dos sistemas   Propor solucoes de melhorias.     Requisitos   Graduacao completa em Analise de Sistemas Engenharia da Computacao Ciencia da Computacao ou areas afins.  Experiencia com SQL Server C# (.NET) Javascript JSON.  Disponibilidade para trabalhar 44 horas semanais.  Todas as nossas vagas tambem sao destinadas a PCDs Outros requisitos Diferenciais   Conhecimento de arquitetura MVC e Orientado a dominio (DDD).  Experiencia com Xamarin (ou construcao de aplicativos mobile em outras linguagens) REST TFS Postman.  Conhecimento em Power BI Microsoft Integration Server e Microsoft Analysis Services.  Experiencia com ferramenta de integracao e/ou barramento.;6
https://www.vagas.com.br/vagas/v2349779/analista-de-planejamento-estrategico-jr;Analista de Planejamento Estrategico Jr.;MISSAO Responsavel por acompanhar consolidar e analisar relatorios do Planejamento Estrategico do CRI indicadores e padronizacao nas documentacoes avaliando e reportando os desvios encontrados. para o superior imediato. Analisar e descrever procedimentos das areas bem como propor melhorias. Analisar incluir acompanhar todo processo de Contratos Aditivos e Rescisoes das prestacoes de servicos na instituicao. Reportar processo para o superior imediato liderancas corporativo e SES.  PRINCIPAIS RESPONSABILIDADES  EM PLANEJAMENTO ESTRATEGICO  Elaborar relatorios e apresentacoes de resultado contendo a quantificacao dos processos de realizacao do planejamento estrategico e encaminhar periodicamente para a Gerencia e Diretoria para apresentar os resultados do planejamento estrategico.  Participar do desenvolvimento ajustes e aplicacao da metodologia de planejamento estrategico da Instituicao acompanhando o cumprimento dos Planos de Acoes e indicadores de desempenho do Plano Estrategico das Casas e propor adequacoes em caso de necessidade.  Atuar na analise interpretacao e consolidacao de informacoes referentes ao processo de planejamento estrategico da Instituicao compreendendo construcao de cenarios analise SWOT e configuracao de indicadores de desempenho chave (KPI s) por processo unidade ou em nivel global   Acompanhar o andamento dos planos de acoes estabelecidos no planejamento estrategico e atualizacao dos resultados obtidos segundo os KPI s estabelecidos compilando informacoes recebidas de cada unidade organizacional e consolidando com resultados economico financeiros obtidos via processo orcamentario   Atualizar as bases de dados dos sistemas de acompanhamento e avaliacao de desempenho Institucional relacionados ao Planejamento Estrategico (gestao de projetos gestao de plano de acoes e gestao de indicadores)   Prestar assessoria no cumprimento do planejamento orientando os diversos setores no que tange ao processo e metodologia utilizada para planejamento   Apoiar a coleta de dados necessaria a elaboracao do planejamento programacao e acompanhamento do mesmo   Desenvolver estudos tecnicos abrangendo cenarios economicos globais setoriais e regionais para dar subsidios aos trabalhos de analise de impactos socioeconomicos correlacionados as acoes do planejamento   Realizar simulacoes de resultados de longo prazo visando testar hipoteses de planejamento   Atualizar as metas Institucionais junto aos orgaos governamentais   Alinhar junto as liderancas indicadores de processos para controle e melhoria das atividades   Analisar e desenvolver em parceria com as liderancas os processos descritos das areas bem como a atualizacao periodica.EM CONTRATOS  Analisar e conferir atraves de check list toda documentacao pertinente ao contrato Servicos ou Medicos   Inserir os dados da empresa no sistema de gestao do corporativo para gerar o Contrato/Aditivo/Rescisao   Acompanhar processo de validacao das clausulas e termos junto ao juridico e solicitante atraves do sistema de gestao do corporativo  Prestar apoio ao Corporativo enviando os processos para coleta das assinaturas   Coletar as assinaturas dos responsaveis e arquivar o processo fisico com as documentacoes obrigatorias bem como manter um arquivo digitalizado.  Inserir os contratos e as bases de valores mensais atualizadas no sistema da Secretaria de Estado da Saude bem como informar as Rescisoes   Acompanhar a necessidade de reajuste e cumprimento das clausulas trabalhistas   Receber e arquivar a atualizacao mensal das Obrigacoes de empresas que prestam servicos terceirizados na Instituicao   Acompanhar e controlar atraves de planilhas os prazos de vigencia dos contratos   Reportar ao superior imediato atualizacao dos contratos vigentes na instituicao;6
https://www.vagas.com.br/vagas/v2373950/analista-de-sistemas-junior;Analista de Sistemas Junior;Ponto focal entre a equipe de Sistemas e area de negocios para identificar documentar definir e analisar requisitos Analisar e adaptar objetos de bancos de Dados  SQL Server Elaborar especificacoes funcionais contemplando mapeamento implementacao e documentacao de novos processos Planejar e coordenar as atividades da demanda/projeto utilizando conceitos de gestao de projetos Apoio a Coordenacao na definicao e geracao de KPIs e relatorios gerenciais Prestar apoio a equipe de desenvolvimento e parceiros na conducao da homologacao com usuario Elaborar manuais de sistemas e conduzir treinamentos aos usuarios Elaboracao de status report da demanda/projeto.Outros requisitos Conhecimentos obrigatorios em  Conceitos de TMS Armazenagem e ERP (preferencialmente Rodopar e Corporate) / Conceitos em Gestao de Projetos (waterfall ou agil) / Nocoes de UML e BPMN / Conhecimento de logica de programacao e banco de dados (analise de objetos e queries) /Segmento Logistica e Transportes.Conhecimentos desejaveis em Ferramentas de modelagem de processos (Visio Bizagi) / Conhecimento em Integracoes (API webservice) / Ingles tecnico.;6
https://www.vagas.com.br/vagas/v2372654/programa-de-estagio-em-ti;Programa de Estagio em TI;Venha fazer parte de uma empresa que nao para de crescer e que praticamente dobrou de tamanho nos ultimos anos! A Sequoia valoriza seus talentos oferecendo um ambiente dinamico e repleto de oportunidades. Voce pode ter a chance de superar desafios e desenvolver suas competencias e habilidades. Focamos na sua capacitacao tecnica e comportamental para que contribua com nossos processos de Inovacao e Tecnologia. Fomos premiados pelos Instituto Euvaldo Lodi como Melhor Programa de Estagio do Brasil! Bacana ne? Imagina o quanto voce pode crescer com a gente! Venha fazer parte desse programa que te prepara para o futuro!  O QUE ESTAMOS BUSCANDO  	Estudantes de graduacao matriculados no penultimo ou ultimo ano em cursos relacionados a area de TI Analise e Desenvolvimento de Sistemas Ciencia da Computacao Sistemas de Informacao Engenharia da Computacao Engenharia de Software e/ou cursos relacionados a area.  	Possuir disponibilidade para atuar na regiao de Americana  SP.  	Pessoas apaixonadas por desafios e que contribuam ativamente para a area de Inovacao e Tecnologia. 	Pessoas que desejam fazer a diferenca sejam comprometidas e focadas com suas atividades. 	Habilidades de comunicacao trabalho em equipe foco em resultados excelencia e flexibilidade sao primordiais para o nosso negocio.  O QUE VOCE PODE ESPERAR DO PROGRAMA  	Ambiente dinamico e com muitos desafios. 	Aprendizado constante e possibilidade de desenvolvimento em diversas areas de T.I. 	Networking com diversas areas da empresa. 	Possibilidade de efetivacao nas areas de T.I. Outros requisitos Esta cursando Analise e Desenvolvimento de Sistemas Ciencia da Computacao Sistemas de Informacao Engenharia da Computacao Engenharia de Software e/ou cursos relacionados a area;6
https://www.vagas.com.br/vagas/v2372650/estagiario-a-de-suprimentos;Estagiario(a) de Suprimentos;Regiao do Estagio Itaim Bibi Sao Paulo/SPPrincipais Atividades  Apoio na analise e desenvolvimento de processos da area  Suporte na elaboracao e acompanhamento dos indicadores da area  Participacao em todas as etapas de analise de concorrencia para aquisicao de produtos equipamentos e sistemas  Suporte na elaboracao e envio de RFP (Request for Proposal)  Suporte na analise e formalizacao de rodadas de perguntas e respostas nas negociacoes de contratos  Suporte na elaboracao de equalizacoes tecnicas e comerciais  Suporte na analise e apoio na elaboracao de contratos  Suporte no monitoramento da evolucao dos contratos  Suporte no acompanhamento dos encerramentos dos contratos. Requisitos  Ser diligente proativo e ter disposicao para aprender  Cursando Administracao ou Engenharia  Termino da graduacao previsto para ate jun/2024  Desejavel ingles Intermediario. Idiomas Ingles  Nivel Intermediario e Ingles  Nivel Avancado;6
https://www.vagas.com.br/vagas/v2377155/consultor-tecnico-jr-ti-sao-paulo;Consultor Tecnico Jr. (TI) Sao Paulo;O Consultor (a) Tecnico JR ira controlar e acompanhar carteira de clientes realizando contatos telefonicos por e mail e visitas presenciais analisando a elegibilidade dos projetos avaliando as caracteristicas tecnicas riscos avancos tecnologicos em funcao de diretrizes conforme manuais e procedimentos a fim de classificar os projetos quanto a viabilidade do incentivo fiscal.  Como Consultor (a) Tecnico Jr voce ira     Gerir carteira de clientes em fator de atendimento    Consultoria e Assessoria aos Clientes    Identificar atividades de P&D    Cadastrar e atualizar dados em sistema especificos    Participar de reunioes internas e visitas aos Clientes    Analisar documentos (nivel tecnologico) de forma criteriosa e tecnica    Quantificar e analisar dados de projetos no ambito tecnico    Auxiliar na identificacao de oportunidades de otimizacao de processos e resultados    Executar as estrategias pre definidas    Elaborar relatorios especificos e tecnicos    Prestar suporte a area tecnica.  Esperamos que voce tenha Graduacao completa em Sistemas de Informacao Engenharia da Computacao Analise e Desenvolvimento de Sistemas Tecnologia da Informacao e cursos correlatados a TI.   CNH ativa para dirigir.  Disponibilidade para viagens.  Sera um diferencial se voce tiver  Cursos e Especializacoes na area de conhecimento  Ingles  Espanhol  Habilidade em comunicacao escrita (elaboracao de relatorios sera um diferencial) e verbal.   O que oferecemos  Salario competitivo  Beneficios Flexiveis  Plano de Saude  Plano Odontologico  Auxilio Home Office  Seguro de vida.  Muita possibilidade de crescimento temos muito a crescer e esperamos fortemente que voce nos ajude com isso!;6
https://www.vagas.com.br/vagas/v2358106/analista-de-seguranca-da-informacao;Analista de Seguranca da Informacao;Local de atuacao Alphaville/SP.  PRINCIPAIS ATIVIDADES Responsavel pela preparacao e acompanhamento de auditorias externas na area de Seguranca Patrimonial e Seguranca de Informacao  Definir politicas regras e procedimentos relacionados a LGPD  Realizar analises de risco BIA e BCP bem como desenvolver planos de tratamento/acao  Definir as regras de seguranca logica baseado na politica corporativa  Determinar e monitorar a politica de seguranca quanto ao uso de recursos computacionais  Auditar processos e recursos de seguranca e infraestrutura  Aprovar e manter o esquema de seguranca da rede incluindo a seguranca de equipamentos (acesso fisico) e auditar acesso aos dados (acesso nao autorizado) e acessos de sistemas operacionais de clientes e servidores Windows  Analisar e assegurar que os temas de seguranca sejam abordados nos projetos da organizacao  Documentar ambiente e eventos de seguranca  Monitorar diagnosticar e responder aos eventos de incidente de seguranca  Conduzir comite de Seguranca  Liderar projetos relacionados a Seguranca  Coordenar eventos internos de seguranca da informacao e treinamentos especificos de gerenciamento de riscos e ISO 27001  Aplicacao de auditoria em fornecedores.  REQUISITOS Superior completo em curso de Analise de Sistemas Sistemas de Informacao Administracao e areas correlatas  Experiencia anterior na area desejavel  Diferenciais conhecimento em LGPD ISO 27.001 e BCP Ingles Intermediario  Microinformatica Intermediaria (Windows Pacote Office).;6
https://www.vagas.com.br/vagas/v2375081/analista-de-sistema-i;Analista de Sistema I;Atender incidentes e requisicoes de servico relacionados as aplicacoes bem como integracoes sob responsabilidade da equipe  Contribuir com a analise de viabilidade tecnica e com estimativas de solucoes  Desenvolver solucoes ETL e Paineis utilizando PL/SQL ODI e OBIEE  Documentar e testar solucoes desenvolvidas Outros requisitos  Ensino superior completo em Analise de Sistemas Ciencias da Computacao ou areas afins  Experiencia anterior com as atividades a serem executadas  Conhecimento PL/SQL Banco Oracle ODI (Oracle Data Integrator) 11/12 OBIEE 12 e Data Visualization  Desejavel conhecimento em Power BI Oracle Hyperion(HFM e Planning).;6
https://www.vagas.com.br/vagas/v2377302/estagio-em-gestao-de-consorcio;Estagio em Gestao de Consorcio;Segmento da empresa Turismo Atividades a serem desenvolvidas   Suporte as atividades de retomada de bens moveis e imoveis   Analise e atualizacao de dados em sistema proprio   Realizacao de consultas em sistemas especificos    Elaboracao de planilhas e relatorios   Contato com clientes e envio de notificacoes   Acompanhamento de solicitacoes e protocolos de atendimento   Apoio as demais atividades e rotinas operacionais da area. Requisitos   Estar cursando a partir do 2 semestre em Administracao Contabilidade ou TI   Possuir conhecimento de pacote office   Possuir Excel no nivel intermediario a avancado. Local de trabalho  Home Office Horario de trabalho  9H as 12H/13H as 18H  Remuneracao  R$950 00  Beneficios  Aux. Refeicao de R$18 por dia em ticket;6
https://www.vagas.com.br/vagas/v2383503/bolsista-programa-inova-talentos-iel-cnpq;Bolsista Programa Inova Talentos  IEL / Cnpq;Projeto de Inovacao na Empresa Whirlpool em parceria com IEL/CNPq. Pre Requisitos Mestre com certificado obtido nos ultimos 5 anos. Formacao Engenharia Eletronica Engenharia Eletrica Mecatronica Engenharia de Computacao Engenharia de controle e automacao . Idioma Ingles avancado (ira utilizar para leitura escrita e conversacao) tera contato com time global Conhecimentos necessarios Analise estatistica de dados   desenvolvimento de algoritimos desenvolvimento de novos sensores hadware instrumentacao e aquisicao de dados  experiencia com placas de prototipagem rapida do tipo Arduino Conhecimentos Desejaveis Experiencia com digital twin inteligencia artificial Six Sigma Experiencia nos itens necessarios. Minitab Matlab Atividades realizadas no Projeto Revisao bibliografica entendimento do estado da arte definicao de multiplos conceitos de sistema planejamento experimental entendimento dos trade offs e selecao de conceitos de sistema otimizacao de sistema integracao da nova tecnologia Carga horaria de acordo com o plano de atividades acordado com o Tutor do Projeto Valor da Bolsa R$ 3.000 00 Duracao 12 meses. Local Rio Claro  SP (100% presencial);6
https://www.vagas.com.br/vagas/v2379538/analista-de-melhoria-continua-jr;Analista de Melhoria Continua Jr.;Objetivo do Cargo  Responsavel pela implantacao e execucao das acoes e atividades do programa de Melhoria Continua e apoio na Gestao de Indicadores Industriais.Atribuicoes do Cargo  Analisar e implantar melhores praticas de outras Unidades examinando sua realizacao e melhoria buscando os melhores processos ideias inovadoras e alternativas para implementacao local conduzindo a resultados e desempenho superior  Garantir a qualificacao das equipes e desempenho da equipe atraves da identificacao de necessidades de treinamento / desenvolvimento operacional aplicando as ferramentas de avaliacao a fim de manter equipe capacitada a atingir os objetivos do setor  Ser facilitador das praticas de Melhoria Continua e suas aplicacoes nas rotinas das areas e a compreensao dos colaboradores da sua atuacao e dos indicadores de desempenho  Analisar os indicadores de produtividade da area industrial verificando as operacoes desenvolvidas  Garantir as metodologias de solucao de problemas nas reunioes de tratamento de anomalias participando de reunioes investigando e fazendo correcoes de metodologia que permitam auxiliar na analise de problemas no desenvolvimento de planos de acao a fim de propor melhorias  Consolidar os resultados de acompanhamento mensal referente aos indicadores de desempenho e aderencia dos pilares relacionados ao programa de Melhoria Continua e garantir a exatidao das informacoes bem como suas fontes. Conhecimentos Necessarios  Ensino Superior Completo em Engenharia de Producao Quimica e afins  Conhecimento avancado em Excel  Conhecimento Sistema SAP  Ingles Intermediario. Desejavel  Disponibilidade imediata. Outros requisitos Desejavel Boa comunicacao;6
