LINK;TITULO;DESCR;MATERIA
https://br.linkedin.com/jobs/view/auxiliar-de-controle-1-at-interconstrutoraeincorporadorasavagas-3030784901?refId=EPwb0Ju7D5cVVe80xbZJEw%3D%3D&trackingId=c%2FK7mv%2BZb9898cHtM5hSBg%3D%3D&position=24&pageNum=3&trk=public_jobs_jserp-result_search-card;Auxiliar de controle (1);           Ola   temos oportunidades de aprendizado e crescimento para voce! Esta cursando Engenharia Civil ou Arquitetura   a partir do 5o periodo   e busca por uma chance de desenvolvimento profissional? A Inter Construtora esta com vagas abertas   venha fazer parte do time da 13a maior construtora do pais. A atuacao sera junto a equipe de Controle. #vemserinterConfira as funcoes: analise dos custos de obra   levantamento de projetos   acompanhamento de producao   analise de pedidos de materiais   valores e quantitativos de contratos   acompanhamento dos indices de consumo   acompanhamento da produtividade da equipe   acompanhamento da producao e custos das obras   analises do histograma e execucao de cronogramas.;17
https://br.linkedin.com/jobs/view/administrativo-de-obras-at-alexandriavagas-3030760878?refId=EPwb0Ju7D5cVVe80xbZJEw%3D%3D&trackingId=3kZnk3ltEayAQIU29Us4QA%3D%3D&position=25&pageNum=3&trk=public_jobs_jserp-result_search-card;Administrativo de Obras;   No minimo 2 anos de experiencia como ADM de obras  Formacao em administracao ou areas correlatas  Excel (nivel basico)  Conhecimento em gestao de custo  Conhecimento / vivencia em obras.AtividadesPassagem Mobilizacao/Desmobilizacao/Folga.Reembolso de viagem aprovacao.Hospedagem contratacao e acompanhamento.Lavanderia contratacao e acompanhamento.Refeicoes Contratacao e acompanhamento.Manutencao e apoio das republicas   contratacao e acompanhamento. Contas de obras Agua/Luz/Internet/produtos de higiene limpeza.Carros contratacao e acompanhamento.Transporte Obra/Alojamento gestao e controle.Combustivel contratacao e controle.Aprovacao e acompanhamento de efetivo mobilizado.Cartao de despesas Alelo gestao e controle.;17
https://br.linkedin.com/jobs/view/executivo-de-contas-sr-segmento-cosm%C3%A9ticos-at-quimicaanastaciovagas-3030789432?refId=pOJLCG6nm5qAzLK%2BKMVQSw%3D%3D&trackingId=nb0M6ydEmpcS%2B7BmtoA0Ug%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card;Executivo de contas sr - segmento cosmeticos;           Formacao em Quimica   Farmacia   Cosmetologia ou areas correlatas.Excel e PPT intermediarioSistema Protheus desejavelIdioma Ingles e EspanholSoft Skils: Comunicacao   resiliencia e flexibilidade.Hard Skills: Negociacao   tomada de decisao e resolucao de problemas.Veja As Principais Atividades Que Ira DesenvolverRealizar atendimento com foco em vendas Grandes Contas    desenvolvendo produtos de acordo com a necessidade especifica dos clientes.Negociar preco    prazos    disponibilidade de entrega e enviar as propostas comerciais aos clientes.Planejar e executar todas as atividades relacionadas ao atendimento ao clientes dentro dos prazos acordados.Realizar a apresentacao comercial nos clientes   visando maior penetracao da empresa no mercado.Fazer pesquisa de mercado de acordo com o direcionamento da area de desenvolvimento .;18
https://br.linkedin.com/jobs/view/auxiliar-de-controle-de-qualidade-at-d-zyrre%C3%AA-cosm%C3%A9ticos-2991574859?refId=pOJLCG6nm5qAzLK%2BKMVQSw%3D%3D&trackingId=klt2yiHAb3lVAAI6jf7VjA%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card;Auxiliar de Controle de Qualidade;           Analises   testes em industria quimica. Ter CRQ ativo.Certificacao ConhecimentoExperiencia na funcao   curso tecnico ou superior em Gestao da qualidade.Horario de TrabalhoSegunda-Feira a Sexta-f;18
https://br.linkedin.com/jobs/view/lider-de-producao-at-d-zyrre%C3%AA-cosm%C3%A9ticos-2991574853?refId=pOJLCG6nm5qAzLK%2BKMVQSw%3D%3D&trackingId=Tu%2Fv092AenP5v1Gp%2Ba04BA%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card;Lider de Producao;           Liderar colaboradores na area produtiva   apontamentos e controle de producao.Certificacao ConhecimentoExperiencia comprovada como lider de producao   ensino medio completo   ensino superior sera um diferencial.Conhecimento com apontamentos de producao (PCP)Horario de TrabalhoSeg a S;18
https://br.linkedin.com/jobs/view/coordenador-de-produto-cosm%C3%A9ticos-at-soulan-3008348304?refId=pOJLCG6nm5qAzLK%2BKMVQSw%3D%3D&trackingId=LPAUb53rkFVA1BnoyJ3xPg%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card;Coordenador de Produto (Cosmeticos);   DESCRICAOInformacoes Da VagaPrincipais atribuicoes: atuara com planejamento   desenvolvimento e lancamento de produtos de marcas proprias   desde a fase de concepcao ate a alocacao dos mesmos no mercado. Negocios: foco na maximizacao do valor comercial de um produto   Tecnologia: entendimento sobre a parte tecnica de desenvolvimento de produtos para tomar decisoes assertivas   Mercado: entender as necessidades e preferencias dos consumidores para tornar o produto ideal para o cliente.ESCOPO DE TRABALHOPesquisa de Mercado   Analise Comparativa de Produtos. Acompanhara projetos de desenvolvimento de produtos   cronogramas e lancamento de produtos. Atuara com producao de propostas tecnicas e comerciais   relacionados aos seus produtos. Atuacao do nivel estrategico ao tatico.As Principais Responsabilidades Do Profissional Sao Traduzir necessidades dos consumidores em oportunidades de servicos e de produtos   Analisar dados e gerar insights   Desenvolver analises e pesquisas para compreender o cliente   Mapear o mercado   Controlar a qualidade dos projetos   Possuir conhecimentos em design   Otimizar os processos e aperfeicoar os colaboradores   Tomar decisoes sobre o produto   Elaborar solucoes diante de problemas e desafios   Estar atento aos requisitos tempo de entrega e qualidade Criar planos de acao   Gerar inovacao   Tomar decisoes significativas   Ser estrategico e visionario   Priorizar recursos.Horario de Trabalho: segunda a sexta   das 08h as 18h.Local de Trabalho: Barueri.RequisitosFormacao: Superior completo na area da Marketing ou GestaoNecessario experiencia na funcao.Local de trabalho: Sao Paulo   SPRegime de contratacao de tipo: Efetivo  CLTJornada: Periodo IntegralArea e especializacao profissional: Marketing - Desenvolvimento de Produto / Categoria / MarcaNivel hierarquico: EncarregadoREQUISITOSEscolaridade Minima: Ensino SuperiorBENEFICIOSAssistencia MedicaAssistencia odontologicaVale transportevale refeicaoSeguro de Vid;18
https://br.linkedin.com/jobs/view/consultor-de-franquias-at-grupoloccitanevagas-3030767408?refId=pOJLCG6nm5qAzLK%2BKMVQSw%3D%3D&trackingId=qQXrV01XLMbsNxkrAo4rYg%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card;Consultor de Franquias;   Nivel Superior Completo  Desejavel Ingles Intermediario/Avancado   Desejavel bons conhecimentos de Excel   Necessario experiencia em expansao e implantacao de franquias   Experiencia em Varejo/Cosmeticos sera um diferencial   Organizacao   hands on   capacidade analitica   planejamento estrategico.Responsavel pela captacao de investidores para abertura de Franquias L occitane au Bresil e L occitane En Provence  Elaboracao de entrevistas com candidatos   analise de perfil   apresentacao da politica   modelo de negocio   etc.  Desenvolvimento de estrategias de captacao  Implantacao inicial das operacoes franqueadas e monitoramento de seus resultados e KPIS  Analisar DRE  Acompanhamento e coordenacao do SAF na Extranet.;18
https://br.linkedin.com/jobs/view/novos-neg%C3%B3cios-higiene-e-limpeza-especialista-comercial-at-jbsvagas-3030778061?refId=pOJLCG6nm5qAzLK%2BKMVQSw%3D%3D&trackingId=7XW0LPKQRTBsJtHhL50cqg%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card;Novos negocios   higiene e limpeza - especialista comercial;   Superior completo em Administracao   Marketing ou areas relacionadas   Ingles e Espanhol Avancado   Experiencia em vendas na area de higiene   cosmeticos ou afins   Conhecimento Avancado em Pacote Office. Prospectar clientes Brasil e exportacao   Desenvolver atuais e novos canais de vendas (B2B e B2C)   Realizar visitas tecnica nos clientes   estreitando o relacionamento comercial e buscando fidelizacao e bom atendimento   Acompanhar diariamente as vendas/desempenho de cada cliente e todo o processo de pos venda (da entrega ate o pagamento pelo cliente)   Elaboracao de relatorios de acompanhamento de metas   funil de vendas e atualizacoes de planilhas de controle e gestao.;18
https://br.linkedin.com/jobs/view/key-account-s%C3%A3o-paulo-at-amendcosmeticosvagas-3030768625?refId=pOJLCG6nm5qAzLK%2BKMVQSw%3D%3D&trackingId=QuXYc4%2B3qCn2IOd3iKsR7g%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card;Key account - sao paulo;   Superior completo  Experiencia em gerenciar grandes contas no Canal Farma/Cosmeticos  Alta capacidade de negociacao e de interacao com as areas internas (logistica   compras   operacoes   etc)  Estar em constante contato com os clientes visando fortalecimento de relacionamento  Conhecimento na area financeira e administracao de vendas   trade marketing e forte experiencia em cargos similares em empresas de cosmeticos  Perfil hands-on e orientado a resultados  Residir em Sao Paulo.Elaboracao e aplicacao de business plan anual  Sell in e sell out por meio de iniciativas   novos itens   acoes e prioridades chave do negocio   tal como identificado nos planos de trabalho individuais e acordos comerciais  Entender as necessidades dos clientes   customizar iniciativas e promocoes para adicionar valor ao negocio dos clientes  Identificar principais tendencias e geradores de negocio no mercado   compartilhar com o Gerente Nacional os aprendizados e planos de acao necessarios  Acompanhamento dos estoques do cliente   por meio dos relatorios internos ou com apoio do time de Merchandising  Identificar a lista de oportunidades   falta de positivacao   afim de demonstrar quais sao as alavancas de vendas para atingir os resultad;18
https://br.linkedin.com/jobs/view/novos-neg%C3%B3cios-higiene-e-limpeza-analista-comercial-at-jbsvagas-3030786829?refId=pOJLCG6nm5qAzLK%2BKMVQSw%3D%3D&trackingId=iqE8tNlLPNtG9fFMN7O7Ag%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card;Novos negocios   higiene e limpeza - analista comercial;   Ensino superior em Marketing ou Administracao  Excel e Power Point avancados  Ingles sera um diferencial  Desejavel conhecimento no setor de cosmeticos.Prospeccao de clientes e envio de propostas comerciais  Key Account para contas estrategicas  Desenvolvimento de projetos e propostas de inovacao  Desenvolvimento de inteligencia e pesquisa de mercado  Projecao e Report semanal de vendas para a diretoria  Suporte aos representantes de vendas.;18
https://br.linkedin.com/jobs/view/analista-da-garantia-da-qualidade-segmento-de-cosm%C3%A9ticos-at-soulan-3014143783?refId=pOJLCG6nm5qAzLK%2BKMVQSw%3D%3D&trackingId=%2FDxdO5jhJSedYX7J3o6yIg%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card;Analista da Garantia da Qualidade (Segmento de Cosmeticos);   DESCRICAORequisitosFormacao: Superior Completo  Sistema de Gestao da Qualidade/Quimica/Farmacia.Necessario: Experiencia em Garantia da Qualidade. Ter atuado em empresas do segmento de cosmeticos ou farmaceutica e um diferencial.Conhecimentos necessarios: Conhecimento estatistico- CEP   Conhecimento avancado em Validacao de sistema e processos   Conhecimento avancado em Qualificacao de equipamentos   Conhecimento em Gerenciamento de Riscos   Dominio da lingua Portuguesa escrita e oral. Conhecimento avancado na RDC 48 de 25 de Outubro de 2013.Informacoes Da VagaPrincipais atribuicoes: Coordenar as atividades de melhorias dos metodos do Sistema de Qualidade dos funcionarios e produtos da empresa. Analisar os problemas de qualidade e acompanhar a execucao de acoes corretivas. Sugerir medidas que visam maximizar a qualidade. Suporte a area de regulatorios.Horario de Trabalho: Segunda a sexta feira das 08h as 18hLocal de Trabalho: BarueriLocal de trabalho: Sao Paulo   SPRegime de contratacao de tipo: Efetivo  CLTJornada: Periodo IntegralArea e especializacao profissional: Qualidade - Controle de QualidadeNivel hierarquico: AnalistaREQUISITOSEscolaridade Minima: Ensino SuperiorBENEFICIOSVale TransporteVale RefeicaoAssistencia medic;18
https://br.linkedin.com/jobs/view/vendedor-interno-at-d-zyrre%C3%AA-cosm%C3%A9ticos-2991580129?refId=pOJLCG6nm5qAzLK%2BKMVQSw%3D%3D&trackingId=Fa%2BAsHtTmCMG43LqN8WMTQ%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card;VENDEDOR INTERNO;           CAPTACAO DE CLIENTES   TRATATIVAS EM NEGOCIACOES E PROSPECCOES DE NOVOS CLIENTES   POS VENDA  Certificacao ConhecimentoEXPERIENCIA COM VENDAS PARA CLIENTES EMPRESARIAIS (CNPJ)   SABER NEGOCIAR   FAZER COTACOES E VALUATION DO PRODUTO.Horario de TrabalhoSegunda a Quinta 08:00 as 18:00 Sextas 08:00 as 17:00Informacoes AdicionaisDisponibilidad;18
https://br.linkedin.com/jobs/view/desenvolvedor-full-stack-s%C3%AAnior-at-atechgrupoembraervagas-3030781474?refId=Gx3ZSK1XrB6xDEjtKod3mg%3D%3D&trackingId=J1UqsNDW8ZbzEnfVBDhuQw%3D%3D&position=2&pageNum=1&trk=public_jobs_jserp-result_search-card;Desenvolvedor full stack senior;           Desenvolvimento de software full-stack de clientes multiplataforma e back-end para aplicativos baseados na web   em nuvem e dedicados.Executar codificacao de software de alta qualidade atendendo aos requisitos e de acordo com o cronograma planejadoDesenvolvimento de software de aplicativos que incluem dados georreferenciados e requerem processos em tempo real.Desenvolvimento de software de sistemas distribuidos   seguros e complexos que requerem verificacao e validacao formalCoordenar o ciclo de vida de desenvolvimento de software de ponta a ponta para a producao de software e aplicativos.Conduzir a arquitetura da solucao e garantir que a estrategia da solucao esteja alinhada com a estrategia de negociosDar suporte a testes e simulacoes para validar premissas e requisitos em varios ambientes   incluindo   mas nao se limitando a integracao interna   validacao e atividades de verificacao e teste de usuario com clientes em potencial.Suportar o desenvolvimento agil e rapido de prototipos e das capacidades do sistema   realizando atividades de desenvolvimento de software.Trabalhar em um ambiente agil   altamente colaborativo com membros da equipe localizados globalmente.Quando necessario e em condicoes seguras   viajar   nacionalmente e internacionalmente   para colaborar com outros membros da equipe para avancar no desenvolvimento do produto e participar de testes e demonstracoes.DesejavelEnsino Superior Completo  Experiencia no desenvolvimento de software full-stack usando Python   JavaScript ou frameworks baseados em JavaIngles avancado (leitura e escrita)  Experiencia em trabalhar com tecnologias de desenvolvimento de software de ultima geracao e integracao com diversos sistemas externosIntegracao de sistemas e dados georreferenciados no produtoExperiencia em desenvolvimento e estruturas do lado do servidor (Django   Flask   Express.js   Spring)Experiencia em pelo menos um framework web front-end (Vue.js   React   Angular)Experiencia em trabalhar com recursos de DevOps suportados por ferramentas lideres de mercado   incluindo CI / CD (Github Actions   Jenkins)   modelagem   testes automatizados (Junit   PyUnit)   solucoes baseadas em nuvemExperiencia com bancos de dados relacionais. Capacidade de modelar dados e recursos de design com desempenho em mente.Conhecimento de NoSQLExperiencia com ferramentas de monitoramento de eventos e de web (Prometheus   Grafana   Datadog   New Relic)Experiencia com ferramentas de trace e log distribuidosExperiencia em desenvolvimento e implantacao em ambientes de nuvem (AWS   GCP)Experiencia com conteineres e gerenciamento de conteineres (Docker   Kubernetes)Experiencia com metodologias de comunicacao baseadas em publish/subscribe e request/response (REST   OpenAPI   middleware de mensagem incluindo DDS   Kafka   RabbitMQ)Experiencia com recursos de cache distribuido (Redis   Memcached)Capacidade de gerenciar prioridades multiplas e concorrentes.Fortes habilidades de resolucao de problemas e compromisso com a entrega   excelente etica de trabalho e forte senso de propriedade do resultado final.Excelentes habilidades de comunicacao e desejo de colaborar abertamente em uma equipe globalmente distribuida e em rapida evolucaoExperiencia em projetar e construir sistemas que sao sustentaveis   evolucionaveis e altamente testados.Visao sistemica e pensamento critico  Autonomia e proatividade  Resiliencia e flexibilidade para se adaptar a novos contextos e ambientes  Ingles avancado (conversacao)  Normas e padroes de desenvolvimento (ISO12207   ISO15288)  Experiencia desejada de padroes e metodologias exigidas para o desenvolvimento de sistemas ATM. Por exemplo. ARP-4754   DO-278   metodologias de avaliacao de seguranca ou equivalente.Estamos procurando desenvolvedor de software Senior full-stack com experiencia comprovada de trabalho em aplicativos complexos e distribuidos com altos niveis de seguranca.O Desenvolvedor de Software sera responsavel pelas atividades de desenvolvimento de software de sistemas de Gerenciamento de Trafego Aereo Urbano (UATM).Sera um membro essencial da equipe de desenvolvimento e responsavel pelo design detalhado de software   desenvolvimento de prototipos   codificacao e teste de unidade.O trabalho sera feito em uma equipe com desenvolvedores nacionais e internacionais   sob processo agil de gerenciamento de software e projet;20
https://br.linkedin.com/jobs/view/social-media-vaga-afirmativa-para-pessoas-pretas-at-conexaotalentovagas-3030769702?refId=OJJGR7l4oocqMNIwopALvQ%3D%3D&trackingId=lK86vD2uwsIBzTlKGscaDQ%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card;Social media   vaga afirmativa para pessoas pretas;           Ja conseguiu se imaginar com a camisa da Conexao Talento?Se voce chegou ate aqui   esperamos que sim! Mas antes de comemorarmos   precisamos que voce manje bem de algumas ferramentas:Canva  Instagram Ads  Photoshop.Esses sao fundamentais para que voce possa pilotar o Barco de Social Media da Conexao Talento   mas se alem deles   voce souber os daqui de baixo   a gente ate deixa voce sentar na janela e apreciar a vista! (depois que estiver tudo pronto :p )Illustrator  Reportei  Google Analytics  Wordpress  RD Station  Software de edicao de video.E como nao so de ferramentas se vive a vida   se voce ja se formou ou esta prestes a se formar em Midias   Publicidade e Propaganda   Marketing   Jornalismo   Administracao ou alguma coisa do genero   precisamos conversar   que tal uma entrevista?Conta com experiencias de ter trabalhado com gestao de midias digitais e criacao de pecas de design? Se sim   e ponto para voce!Entao   ja vai deixando separado seu Portfolio ai que com certeza vamos querer dar uma olhada nele!Aqui voce precisara gerir todas as midias sociais da empresa: Instagram   Facebook   Linkedin   Youtube   WhatsApp   Tiktok   Blog   e se souber de mais alguma   aceitamos sugestoes!Como vai sua criatividade? Queremos lhe ver criando conteudo e programando as divulgacoes   alem de monitorar e interagir com o publico das redes sociais!Se prepare para acompanhar performance e elaborar reports mensais dos conteudos e das comunidades sociaisJa conseguimos imaginar voce realizando os impulsionamento para as redes sociais!Oi Photoshop   como voce esta? Pronto para ser utilizado no suporte ao time de Design no desenvolvimento das artes das postagens de conteudos? Alem de e-mail marketing e artes para divulgacoes internasNao se esqueca de se hidratar porque voce precisa ter muita sede de novidade para ajudar nossa equipe na construcao de conteudos para diversos canais: podcast   videos   blog   e-book   eventos online)  E o que seria de nos sem que voce acompanhe seus OKRs e conduza possiveis planos de acao para melhoria?;21
https://br.linkedin.com/jobs/view/designer-at-kallancalcadosvagas-3030793856?refId=OJJGR7l4oocqMNIwopALvQ%3D%3D&trackingId=cUfEMW93SLscocpjIKahng%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card;Designer;           Experiencia comprovada com designer grafico  Conhecimento do pacote Adobe (Photoshop   Illustrator e Indesign)  Ensino superior completo em Marketing   Publicidade e Propaganda ou areas relacionadas  Criativo  Criacao e desdobramento de Key Visual de campanhas para as redes sociais   e-commerce   CRM   midias OOH e demais pecas. Assim como criacao de materiais para divulgacao da forca de venda e apoio as lojas (books digitais   endomarketing   WhatsApp   materiais fisicos   entre outros)  Desdobramento de KVs em materiais de PDV e fechamento de arquivos para envio a grafica   considerando padronizacao e viabilidade das comunicacoes e estrategias comerciais   para uma rede com + de 36 lojas  Participacao ativa em reunioes de time para colaboracao em decisoes estrategicas  Concepcao e criacao de nomes de marcas e conceito e desenvolvimento de manual da mesma   seguindo aplicacoes definidas  Organizacao das demandas   estabelecendo processos e prazos para o melhor atendimento das areas de MKT   ecommerce   comercial   RH e merchandising;21
https://br.linkedin.com/jobs/view/analista-de-rela%C3%A7%C3%B5es-p%C3%BAblicas-pleno-at-pravalervagas-3030763803?refId=AqIUWroWIutRZVWKJ7FxUQ%3D%3D&trackingId=gIjZZ2HHClxSZBEccuvABA%3D%3D&position=1&pageNum=1&trk=public_jobs_jserp-result_search-card;Analista de relacoes publicas - pleno;   Para Isso Voce Precisa DeFormacao em RP   Comunicacao   Jornalismo ou areas correlatas  Experiencia em analises   desenvolvimento e reporte de relatorios internos  Experiencia com Pacote Office  Experiencia com relacoes publicas ou posicao similar  Experiencia com projetos e execucao de campanhas e/ou iniciativas de RP  DiferenciaisPratica em metodos ageis.Repertorio em design.Olha que legal o que voce ira desenvolver com a gente:Formular planos e estrategias de RP nas marcas da empresa  Acompanhamento de KPIs e desenvolvimento de relatorios e analises das acoes e resultados  Gerenciar relacionamentos   seeding e solicitacoes junto as agencias de comunicacao  Acompanhar eventos relacionados a empresa e suas marcas (como apoiadora   parceira ou patrocinadora) para produzir material para as midias digitais   divulgar a marca e fazer contatos com potenciais parceiros  Realizar o acompanhamento da agencia externa de assessoria de imprensa: planejamento   reunioes de pauta   producao de mailing   briefing e revisao de releases   acompanhamento de clipping   gestao de seeding para influenciadores digitais e jornalistas   convites para event;21
https://br.linkedin.com/jobs/view/analista-de-comunica%C3%A7%C3%A3o-at-jointecnologiadesignvagas-3030772485?refId=AqIUWroWIutRZVWKJ7FxUQ%3D%3D&trackingId=44yQMrJm5mOipEr5hZAj%2Bg%3D%3D&position=15&pageNum=1&trk=public_jobs_jserp-result_search-card;Analista de Comunicacao;   Formacao em Design   Comunicacao   Marketing ou afins  Experiencia com desenvolvimento de conteudos para midias digitais.Experiencia com criacao de pecas para comunicacao interna e externa  Experiencia com o Figma.Saber trabalhar com autonomia e alto senso de definicao de prioridades  Versatilidade para trabalhar em projetos simultaneos.Sera um diferencial se voce ja tiver atuado em ambientes de startup/empresas de tecnologia  Vivencias anteriores com com demandas ligadas ao setor de RH e com estrategias de employer branding  Conhecimento na ferramenta Figma  Boa redacao  Habilidade de Comunicacao   Producao de materiais institucionaisGestao da comunicacao interna e acoes de engajamento  Planejamento e execucao de acoes de Employer Branding  Planejamento de comunicacao para Employee Experience  Organizacao de eventos (internos e externos) e acoes de endomarketing  Gestao das redes sociais  Producao de conteudos para midias digitais  Interacao com as demais areas corporativ;21
https://br.linkedin.com/jobs/view/coordenador-de-marketing-e-comunica%C3%A7%C3%A3o-at-deep-esg-3030731436?refId=AqIUWroWIutRZVWKJ7FxUQ%3D%3D&trackingId=Y8GR2s4PlHQPkXDMJ82kbw%3D%3D&position=22&pageNum=1&trk=public_jobs_jserp-result_search-card;Coordenador de Marketing e Comunicacao;   Nivel: CoordenadorArea: MarketingEscolaridade: Graduacao - Comunicacao e Design - CompletoTipo de contrato: PJJornada de trabalho: Flexivel.Beneficios: Restaurante Interno   Treinamentos e workshops (internos)Responsabilidades e Experiencias DesejaveisMedir os impactos que importam hoje   para mudar o mundo amanha: esse e o proposito da DEEP.Acreditamos que as metricas de sustentabilidade sao essenciais para mensurar a extensao do que o capital investido produz na sociedade.Nosso compromisso e solucionar um dos maiores desafios da sustentabilidade: como calcular e reportar metricas de sustentabilidade de forma uniforme e em escala global.Somos uma empresa de tecnologia jovem   movida pela busca da inovacao   que respeita e valoriza os seus colaboradores   a diversidade e a etica.No ultimo ano crescemos acima da nossa meta de aquisicao de clientes e precisamos que nosso time acompanhe esse crescimento.Por isso   estamos atras de novos Deepers que tambem queiram mudar o mundo com a gente. Vamos?Procuramos por um profissional orientado para resultados   engajado com questoes de sustentabilidade e que ama fechar novos negocios! Estamos com vaga aberta de Coordenador de Marketing e Comunicacao para trabalhar junto ao nosso time comercial.Precisamos de pessoas empreendedoras   animadas com o setor ESG   que busquem crescimento e amem aprender coisas novas!Sera responsavel por atuar diretamente na qualificacao e gestao dos nossos novos clientes . Acha que esta vaga combina com voce?ResponsabilidadesGerir e coordenar processos de demandas de comunicacao e marketing  Prover interface entre as areas de comunicacao externa e interna   tais como   comercial   RH   vendas   servicos/ clientes   produtos/ tecnologia e institucional  Implementar e coordenar estrategia de midias digitais  Construir e gerir indicadores de performance das areas de interface com comunicacao e marketing  Coordenar a implementacao de posicionamento de comunicacao em midias digitais   eventos   redes especializadas e redes de parceiros comerciais  Prover com excelencia atendimento a clientes internos (SLA alto)HabilidadesGestao de processos  Desenvolvimento de indicadores  Dominio das ferramentas de midias sociais  Desejavel conhecimento em sustentabilidade  Gestao do marketing em redes sociais  Desejavel Ingles avancado.CompetenciasVisao analitica  Relacionamento interpessoal  Flexibilidade em lidar com multiplas demandas.RequisitosFormacao em Publicidade e propaganda   Comunicacao   Relacoes publicas   Marketing  Midias digitais  Residir em Sao Jose dos Campos   Jacarei ou CacapavaCoordenador3 anosJob originally posted on GrabJobs. If you need to report this job please contact GrabJ;21
https://br.linkedin.com/jobs/view/designer-gr%C3%A1fico-agro100-londrina-pr-at-agrogalaxyvagas-3030760452?refId=e2yiNncD%2FG50FTo441%2FufA%3D%3D&trackingId=kiigzmjq2OzMLKAc0EfJwg%3D%3D&position=9&pageNum=2&trk=public_jobs_jserp-result_search-card;Designer grafico agro100 - londrina pr;   Experiencia com criacao de comunicacoes para canais Digital (Whatsapp   Facebook   Instagram e Youtube) e apresentacao de powerpoint  Experiencia com utilizacao de ferramentas de engajamento em redes sociais  Conhecimento em Photoshop   Illustrator   After Effects e PowerPoint. Capacidade de trabalhar de forma colaborativa com marketing   Desenvolver atividades relacionadas a branding e identidade visual.Criacao e padronizacao de materiais institucionais e publicitarios   impressos e digitais (apresentacoes   adesivos   banners   papelaria   convites   mockups   artes para midias sociais   edicao de videos   animacoes   outdoors   brandbooks   selos   logos   KVS campanhas).Realizar postagens em midias digitais (Site   Facebook   Instagram   Youtube   LinkedIn) garantindo as melhores praticas e estrategias que garantam engajamento e crescimento.Realizar cotacoes e acompanhar a producao de materiais junto a graficas   empresas de materiais visuais   brindes etc.Participar de reunioes de briefing e brainstorms.Apoiar eventos e demais atividades desenvolvidas pelo departamento de marketing.Ser proativo e trazer insights para os melhores resultados e entregas nas pecas de comunicacao.Ser pontual e organizado nas entregas e atento a melhorias de pecas para melhores resultados .;21
https://br.linkedin.com/jobs/view/assistente-de-marketing-digital-1-at-dutragestaoempresarialltdavagas-3030769725?refId=e2yiNncD%2FG50FTo441%2FufA%3D%3D&trackingId=oreW%2FJVwNJhbl1d6oEyNYA%3D%3D&position=13&pageNum=2&trk=public_jobs_jserp-result_search-card;Assistente de marketing digital (1);           Formacao   cursando ou tecnico: Marketing   Publicidade   Design ou Jornalismo.ResponsabilidadesPesquisa de referencias   criacao de conceitos e redacaoEnvio e recebimento de demandas de criacaoCriacao e disparo de e-mail   configuracao de automacaoPublicacao de anunciosGeracao de relatoriosAtualizacao de sites e blogsAtendimento em midias sociaisProspeccao de clientes   atraves de midias digitais   Facebook   sites   e-mail   marketing   google Adwords e Google AnalyticsManutencao dos sitesAualizacao dos blogs e redes sociaisAcompanhamento de Google Adwords Elaboracao de artes no Photoshop.;21
https://br.linkedin.com/jobs/view/designer-1-at-dutragestaoempresarialltdavagas-3030773122?refId=e2yiNncD%2FG50FTo441%2FufA%3D%3D&trackingId=yraimV7fswwcxtqMqzgkjg%3D%3D&position=24&pageNum=2&trk=public_jobs_jserp-result_search-card;Designer (1);           Formacao: Design   Fotografia   Jornalismo   Marketing ou Publicidade.ResponsabilidadesEdicao de imagens e videos   fotografia e captacao de videoAplicacao de conceitos de usabilidadeCriacao de layout de sitesCriacao de e-mail marketing Conhecimento das especificacoes de anuncios nas principais midias digitais   como Facebook Ads e Google Ads Desejavel conceito basico de HTML e edicao simples de sites em plataformas CMS (Sistema de Gerenciamento de Conteudo) como WordPress.;21
