url_format;curso_id;format_titulo;format_desc;postdate;locale
https://br.linkedin.com/jobs/view/est%C3%A1gio-na-%C3%A1rea-de-biodiesel-at-adm-do-brasil-ltda-3143313486;3;Estagio na area de Biodiesel; SobreSomos uma multinacional americana do segmento do agronegocio e ingredientes para alimentos. Atuamos numa ampla rede de originacao de graos   processamento elogistica mundiais   conectando culturas mercados em mais de 60 paises. Missao:Tornar-se a Mais Admirada Empresa Do Ramo AtividadesMercado de Biodieselrea comercial   vendas   estoques   producao e comercializacao.Suporte nas atividades de gestao da carteira de Biodiesel e subprodutos   com controle de contratos   controle de estoque e demais atividades inerentes ao departamento  Gerar relatorios de performance   custos e eficiencia  Buscar dados do mercado para auxiliar na tomada de decisoes do negocio  Realizar interface com clientes internos e externos para acompanhamento das operacoes  Controlar e atualizar relatorios de gestao comercial como Power BI e Excel. Exibir mais Exibir menos ;2022-06-28;
https://br.linkedin.com/jobs/view/est%C3%A1gio-em-administra%C3%A7%C3%A3o-engenharia-de-produ%C3%A7%C3%A3o-at-alpha-est%C3%A1gio-3138245126;3;ESTAGIO EM ADMINISTRACAO / ENGENHARIA DE PRODUCAO; Descricao da Vaga Nosso cliente e uma empresa especialista em semetes e mudas. Atuando no controle e gestao do agronegocio   por meio de desenvolvimento de software para agropecuaria. Bolsa-Auxilio: R$ 1000  00 Horario do Estagio: De segunda a sexta (6 horas) Beneficios: Auxilio - Transporte: R$ 100  00 Requisitos: Cursar Administracao   Engenharia de Producao ou areas correlatas a partir do 7 semestre   Ter facilidade em desenhar processos   Perfil analitico. Atividades: Elaborar escopo de projetos   Gerenciar workflow do processo operacional   Auxiliar no gerenciamento de elatorios. Cidade : Ribeirao Preto - SP Regiao : Vila do GolfeBeneficiosFormacao Academica:Nao informadoSalarioExperiencia:A combinarCargoEstagio em AdministracaoEmpresaAlpha EstagioEmpresa atua com recrutamento e selecao.RamoRecursos Humanos/ Recrutamento e selecao Exibir mais Exibir menos ;2022-06-22;
https://br.linkedin.com/jobs/view/data-science-est%C3%A1gio-at-assesso-3121570089;9;Data Science (estagio); Buscamos Data Science (estagio)Skills: Excel   Logica de Programacao   Banco de dados relacionais (SQL). Requisitos Formacao superior em andamento na area de Dados/ TI (a partir do 3o ano) Conhecimento/ habilidade em Excel Habilidade em Raciocinio Logico Diferenciais SQL Beneficios Gympass Oportunidade de Crescimento Caracteristicas Nivel: Estagio Formato: Hibrido Faixa Salarial: Negociavel Formato: Part-Time (6h) Tipo: Estagio Localizacao: Barueri   Sao Paulo   BrazilVaga publicada na plataforma da Coodesh   fique atento ao redirecionamento que vai te levar para uma url coodesh.com com o pop-up personalizado de candidatura.  Exibir mais Exibir menos ;2022-06-14;
https://br.linkedin.com/jobs/view/programa-de-est%C3%A1gio-da-viveo-at-viveo-3145633080;28;Programa de Estagio da VIVEO; Programa de Estagio Viveo 2022  Edicao 2o SemestreQuem somos?A Viveo e um ecossistema de produtos e servicos para o setor da saude. Com empresas especializadas em cada elo da cadeia   desde a fabricacao ate a entrega ao paciente   temos a missao de simplificar o mercado atraves da oferta de solucoes ageis   confiaveis e inovadoras.De quem cuidamos?Cuidamos de cada vida!Para a Viveo cada vida e unica e suas individualidades sao complementares e nos fazem ainda mais fortes como empresa e sociedade. Para nos   abracar a diversidade   respeita-la   inclui-la e potencializa-la faz parte de nosso proposito de cuidar de cada vida dentro e fora da nossa organizacao. E por isso   nosso programa de estagio busca ampliar a diversidade dentro da Viveo e teremos um olhar especial para candidatos que tenham estudado em escola publica ou que foram bolsistas em escola particular.E   inclusive   cuidar do planeta   oferecendo solucoes integras   eficientes e mais sustentaveis.O que voce vai encontrar?Venha trabalhar em um ambiente dinamico   contribuindo para projetos que tenham um impacto real na vida das pessoas.Os estagiarios passarao por programa de desenvolvimento   com treinamentos comportamentais e foco no negocio   alem da oportunidade de elaborar um projeto aplicavel. Para garantir o maximo de aprendizagem e que voce possa protagonizar o seu sucesso.Ao mesmo tempo em que os estagiarios colaboram ativamente no nosso negocio   eles tem o apoio para fazer seu PDI (Plano de Desenvolvimento Individual) e trilha de carreira.O que voce precisa para estagiar na Viveo?Previsao de termino do curso em dezembro/2024 ou 2o semestre de 2025Residir na cidade de atuacao ou proximo a elaConhecimento basico no pacote OfficeLocalidades das vagas e areas:Vagas Blumenau  SC:Administracao da Fabrica  Almoxarifado  Financeiro  Juridico  Manutencao  Vaga Sao Paulo  SP:Compras  RH - BeneficiosVaga Santo Amaro da Imperatriz  SC:Administracao da FabricaVaga Sao Sebastiao do Paraiso - MGAdministracao da Fabrica.Cursos:Administracao   Administracao em Recursos Humanos   Ciencias Contabeis   Direito   Economia   Engenharia Eletrica   Engenharia Mecanica   Engenharia de Producao   Financas   Juridico ou areas afins.BeneficiosBolsa estagio compativel com o mercadoVale TransporteRestaurante no local ou Vale RefeicaoSeguro de VidaTotal PassPlano de SaudeClube de Vantagens Viveo (beneficios e convenios exclusivos para colaboradores em diversos estabelecimentos)Centro de Saude Viveo (atendimento exclusivo e gratuito para colaboradores em diversas especialidades medicas)Loja com descontos em produtosComo sera o processo seletivo?Nosso processo seletivo e 100% virtual:Video conexao com o cuidadoDinamica de grupo/Case de negocioEntrevista com gestor e RHFeedbackContratacaoData prevista para inicio: Agosto/2022 Exibir mais Exibir menos ;2022-06-28;
https://br.linkedin.com/jobs/view/est%C3%A1gio-na-%C3%A1rea-comercial-foco-no-agroneg%C3%B3cio-at-rehagro-3089841714;3;Estagio na area Comercial - Foco no Agronegocio; Oportunidade para Estagio? Temos! Estamos buscando por um novo talento   e ele pode ser VOCE!Antes de passarmos os detalhes   gostariamos de nos apresentar: somos o Grupo Rehagro e oferecemos solucoes completas em cursos   consultorias   analises laboratoriais   pesquisas e agentes biologicos.O nosso proposito e transformar vidas por meio do agronegocio e   para isso   contamos com um time top das galaxias! Serio mesmo   a equipe e incrivel demais e temos um orgulho danado de cada um deles.Agora   vamos divulgar alguns spoilers importantes sobre o que voce vai encontrar se topar trabalhar na equipe da Faculdade Rehagro:Precisamos de uma pessoa:Que goste de trabalhar em equipe e se engaje com os objetivos do timeProativa   com tendencia a perceber oportunidades de melhorias e aponta-lasCapaz de absorver novas informacoes rapidamente e coloca-las em pratica de forma eficazNo seu dia a dia   voce ira:Participar da criacao e execucao de estrategias de prospeccao de clientes para os cursos da Faculdade RehagroAuxiliar nas abordagens e negociacoes com potenciais clientes   por telefone ou presencialDar suporte as decisoes estrategicas da equipe de Marketing e ComercialRequisitos Fundamentais:Graduacao em andamento   a partir do 5 periodo   em cursos das Ciencias Agrarias Interesse em atuar na area comercial Disponibilidade para atuar 6 horas diarias (segunda a sexta   manha ou tarde)Beneficios:Bolsa de estagioSeguro de vidaE ai   bora fechar com a gente? O nosso processo seletivo e bem rapido e simples.Desejamos boa sorte na sua jornada! Esperamos que voce tambem faca parte do #TIMEREHAGRO! Exibir mais Exibir menos ;2022-05-29;
https://br.linkedin.com/jobs/view/est%C3%A1gio-na-%C3%A1rea-de-exporta%C3%A7%C3%A3o-paul%C3%ADnia-sp-at-adm-do-brasil-ltda-3143317346;3;Estagio na area de Exportacao   Paulinia - SP; SobreSomos uma multinacional americana do segmento do agronegocio e ingredientes para alimentos. Atuamos numa ampla rede de originacao de graos   processamento elogistica mundiais   conectando culturas mercados em mais de 60 paises. Missao:Tornar-se a Mais Admirada Empresa Do Ramo AtividadesExportacao   Container   Logistica   Pagamentos. -Prestar Apoio a Equipe de Exportacao nos processos   envolvendo todas as unidades Neovia Exportadoras  Nutricao Animal   -Responsavel pela programacao de pagamentos   adiantamentos e provisionamentos de todas as despesas envolvendo os processos de exportacao   utilizando sistemas SAP e Corebuilder   -Responsavel pela atualizacao de planilhas   preenchimento de documentos   arquivos e Sped Fiscal referentes aos processos exportados. Exibir mais Exibir menos ;2022-06-25;
https://br.linkedin.com/jobs/view/programa-de-est%C3%A1gio-tarken-2022-at-tarken-ag-3094925994;3;Programa de estagio - Tarken 2022; Venha fazer parte da nova geracao do agro brasileiro. Inscreva-se no Programa de Estagio da TARKEN - 2022   a agtech que esta transformando a forma de negociar graos no Brasil.Aqui na TARKEN   nossos estagiarios tem a oportunidade de participar ativamente nas principais areas de estruturacao do negocio: desde o desenvolvimento de produto   passando pela operacao   marketing e experiencia do cliente.Ainda em seu primeiro ano   a TARKEN e uma agtech que tem o campo em seu DNA. Luiz Tangari e Carlos Neto   nossos co-fundadores   ja vem de uma historia bem sucedida com o agronegocio. Apos a venda da Strider   hoje Syngenta Digital   Luiz e Carlos continuaram buscando novas formas de reduzir o custo dos produtores rurais. Foi essa busca o embriao da TARKEN   uma empresa que nasceu da vontade de simplificar a vida dos produtores rurais na hora de comprar ou vender o grao   atraves de uma plataforma que conecta diretamente quem vende e quem compra. Sem dor de cabeca   sem burocracia e sem comissoes. E um negocio complexo: logistica   credito   garantias   arbitragem de precos   ferramentas financeiras e contratos inteligentes.Hoje   o time da TARKEN tem cerca de 30 talentos e nao para de crescer. Nosso objetivo e chegar a 55 contratacoes ate o final do ano.Vale lembrar que somos uma empresa em fase de pre fit! Por isso   e muito importante considerar o quanto a empresa e dinamica e agil em ajuste de rota!Sobre o programa!Nosso programa e perfeito para aquelas pessoas sedentas por aprendizado rapido e que tenham vontade de participar da estruturacao de um negocio desde o comeco.Aqui   o estagiario trabalha com autonomia e liberdade para desenvolver seus talentos. A jornada do estagio sera repleta de desafios   trocas com pessoas experientes e desenvolvimento agil. Nosso lema e: inteligencia e agilidade a servico do cliente.Com acompanhamento de pessoas experientes no mercado   o estagiario atuara de uma forma generalista nas principais areas da empresa.Compartilhe seus talentos e interesses conosco!Conheca nosso time e #vempratarken:Pre- RequisitosConsideraremos todos os cursos   Esteja devidamente matriculado(a) cursando a reta final (a partir do 6o periodo)   ValorizamosInteresse em negocios e empreendedorismo  Interesse genuino em conhecer e solucionar as dores dos nossos clientes  Motivacao pelo que e dinamico e agil  Acreditamos que pequenas equipes de pessoas inteligentes e dedicadas   trabalhando com autonomia   maestria e proposito   podem realizar coisas extraordinarias!Venha fazer parte desta historia! Exibir mais Exibir menos ;2022-05-29;
https://br.linkedin.com/jobs/view/est%C3%A1gio-lab-industries-excellence-at-engineering-brasil-3021832891;3;Estagio - Lab Industries Excellence; A Engineering e uma Companhia Global Especializada em Transformacao Digital   com cerca de 13 mil profissionais em 65 localidades. Presente na Europa   America do Norte e America Latina. Ha mais de 40 anos no mercado contribuindo para modernizacao do mundo em que vive e trabalha   combinando novas tecnologias   metodologias e mindset   com capacidade de interpretar novos modelos de negocios para gerar valor continuo para seus clientes   em termo de eficiencia   agilidade e inovacao. Como estagiario do laboratorio Industries Excellence voce atuara em projetos para definicao e implementacao de solucoes tecnologicas fim-a-fim para negocios e processos industriais   para segmentos como metais e mineracao   agronegocio   automotivo   dentre outros.Qual sera o seu papel?Participar de workshops e reunioes (internas e com o com clientes)   para entendimento de necessidades e requisitos  Participar da concepcao da solucao   desenvolvimento e implantacao de iniciativas de automacao e digitalizacao de processos industriais   com foco em tecnologias da Industria 4.0. Esperamos que voce: Formacao em andamento nos cursos de Engenharia (Controle e Automacao e Quimica) com previsao de formacao no final 2023  Perfil proativo   colaborativo   organizado e focado no aprendizado e aplicacao de novas tecnologias. Vamos ficar feliz se voce (seu diferencial):Ingles avancado  Conhecimento de logicas aplicadas a programacao  Conhecimento em alguma linguagem de programacao como C#   SQL   VBA   entre outros. Voce vai amar trabalhar aqui se:Quiser fazer parte de uma multinacional com agilidade e criatividade de startup  Estiver em busca de um ambiente flexivel e low dress code  Estiver em busca de uma empresa com possibilidades reais de crescimento e carreira  Quiser ter a possibiliade de aprender e trabalhar com diversas tecnologias.E ai   se interessou pela oportunidade?Vamos amar receber seu CV e saber que voce esta afim de ser um Enger! Queremos que voce saiba que nossa area de Talent avalia todos os CVs cadastrados e   se voce tiver fit com a vaga   iremos te convidar para um bate papo. Portanto   fique de olho em seu celular/whatsapp   LinkedIn e no seu-mail tambem   combinado Caso seu CV nao seja selecionado   nao se preocupe! Voce permanecera em nosso Banco de Talentos para futuras oportunidades.Nossos beneficios:Vale refeicao  VT.E mais:Trabalho Hibrido ou remoto   voce escolhe!Apoio a certificacoes  Day off no mes do seu aniversario  Low dress code  Ambiente criativo e inovador  Clima leve e descontraido  #VemPraENG! Exibir mais Exibir menos ;2022-06-28;
https://br.linkedin.com/jobs/view/est%C3%A1gio-medicina-veterin%C3%A1ria-controle-de-qualidade-de-alimentos-regi%C3%A3o-vila-leopoldina-zona-oeste-at-enterpriserh-3117673724;4;Estagio Medicina Veterinaria - Controle De Qualidade De Alimentos - Regiao Vila Leopoldina - Zona Oeste; Vaga de Estagio Medicina VeterinariaControle De Qualidade De AlimentosRegiao Vila LeopoldinaZona Oeste em Sao Paulo. R$ 690  00 (Bruto mensal). Parcial manhas. Estagio Area e especializacao profissional: SaudeNutricao Nivel hierarquico: Estagiario Local de trabalho: Sao Paulo   SP Regime de contratacao de tipo Estagio Jornada Parcial manhas O Estagiario da Qualidade auxiliara os clientes no monitoramento do controle da qualidade   desempenhando funcoes como: aplicacao de checklist   verificacao dos controles operacionais   avaliacao da temperatura dos alimentos resfriados e congelados armazenados   avaliacao da higienizacao do local e verificacao de pragas ou vestigios com a emissao de um relatorio tecnico   de acordo com as legislacoes que norteiam a area de higiene e seguranca dos alimentos. Beneficios adicionais: Seguro de Vida   Vale-transporte Exibir mais Exibir menos ;2022-06-14;
https://br.linkedin.com/jobs/view/est%C3%A1gio-transforma%C3%A7%C3%A3o-digital-at-nestl%C3%A9-3138315001;3;Estagio Transformacao Digital; Entrar na Nestle significa que voce esta se juntando a maior empresa de alimentos e bebidas do mundo. Em nosso nucleo   temos um ambiente humano: pessoas apaixonadas que sao movidas pelo proposito de melhorar a qualidade de vida e contribuir para um futuro mais saudavel.Resumo da posicaoLocalizacao: CIT  Centro de Inovacao e Tecnologia (Sao Jose dos Campos)Area / BU: Engenharia / Divisao TecnicaReporte: Gerente Transformacao DigitalTemos algum colaborador mapeado? NaoPara a Nestle   o respeito pela inclusao   diversidade e igualdade de oportunidades e muito importante. Buscamos fortalecer o proposito de ter equipes diversas e contemplar todas as comunidades   culturas e idades.Proposito da posicaoEntrar na Nestle significa que voce esta se juntando a maior empresa de alimentos e bebidas do mundo. Em nosso nucleo   temos um ambiente humano: pessoas apaixonadas que sao movidas pelo proposito de melhorar a qualidade de vida e contribuir para um futuro mais saudavel.Atuar como Facilitador Digital e fornecer suporte para implementacao de ferramentas ligadas a transformacao Digital e Industria #0. Esta funcao tem a responsabilidade de suportar o time do centro de inovacao em pesquisa e desenvolvimento de solucoes digitais para a industria e o agronegocio. Para isso   esse profissional precisa ser bastante conectado externamente com o que existe de novas tecnologias que possam trazer agilidade aos fluxos e rotinas operacionais em diversas frentes de trabalho.Um dia na vida de...Se aprofundar nas principais ferramentas e aplicacoes do Office 365  Power BI / Power Apps / Automate / etc.   acompanhamento de pedidos de compra em projetos   suporte a pesquisa de novas tecnologias e startups  Suportar as reunioes operacionais digitais em das areas  Interagir com as areas e fabricas integrando-as com a area de NCE e Digital  Conhecer processos e fluxos de fabricacao  Buscar oportunidades e melhorias do processos linkando com Digital  O que vai contribuir para seu sucesso?Estudante a partir do segundo ano de Engenharia ou areas afins   com formacao prevista apos 2022  Conhecimento de KPIs   Indicadores de processo e perdas  Conhecimento intermediario em Power BI   Power Apps   Office 365 e Power Plataform  Ingles Intermediario  Ser analitico   focado   organizado   curioso e pratico  Que tal conhecer um pouco mais sobre a Nestle? Em nosso site voce tem acesso a nossa historia   valores e compromissos sociais: https://www.nestle.com Exibir mais Exibir menos ;2022-06-22;
